row_label_raw,row_label_full,Lô 1 > Lô 2,Loại tiền > VND,Năm đáo hạn > 2027,Số cuối năm > VND > 300.000.000.000 > 900.000.000.000,Số đầu năm > VND > 300.000.000.000 > 900.000.000.000,numeric__Loại tiền > VND,numeric__Năm đáo hạn > 2027,numeric__Số cuối năm > VND > 300.000.000.000 > 900.000.000.000,numeric__Số đầu năm > VND > 300.000.000.000 > 900.000.000.000
Tổng cộng mệnh giá,Tổng cộng mệnh giá,Tổng cộng mệnh giá,,,1.200.000.000.000,1.200.000.000.000,,,1200000000000.0,1200000000000.0
Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,,,(6.540.413.722),(11.326.881.908),,,-6540413722.0,-11326881908.0
,,,,,1.193.459.586.278,1.188.673.118.092,,,1193459586278.0,1188673118092.0
