row_label_raw,row_label_full,Hợp đồng dở dang tại ngày kết thúc niên độ kế toán:,Số cuối nămVND > Hợp đồng dở dang tại ngày kết thúc niên độ kế toán:,Số đầu nămVND > Hợp đồng dở dang tại ngày kết thúc niên độ kế toán:,numeric__Số cuối nămVND > Hợp đồng dở dang tại ngày kết thúc niên độ kế toán:,numeric__Số đầu nămVND > Hợp đồng dở dang tại ngày kết thúc niên độ kế toán:
Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,7.467.863.467,9.187.149.775,7467863467.0,9187149775.0
Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,-,(850.614.873),,-850614873.0
,,,7.467.863.467,8.336.534.902,7467863467.0,8336534902.0
Doanh thu lũy kế của hợp đồng xây dựng đã ghi nhận,Doanh thu lũy kế của hợp đồng xây dựng đã ghi nhận,Doanh thu lũy kế của hợp đồng xây dựng đã ghi nhận,200.008.935.788,194.118.334.474,200008935788.0,194118334474.0
Trừ: số đã phát hành hóa đơn theo tiến độ,Trừ: số đã phát hành hóa đơn theo tiến độ,Trừ: số đã phát hành hóa đơn theo tiến độ,(192.541.072.321),(185.781.799.572),-192541072321.0,-185781799572.0
,,,7.467.863.467,8.336.534.902,7467863467.0,8336534902.0
