row_label_raw,row_label_full,col_0,Dự phòng bảo hành công trình xây dựng VND,Dự phòng phải trả hợp đồng có rủi ro lớn VND,Tổng VND,numeric__Dự phòng bảo hành công trình xây dựng VND,numeric__Dự phòng phải trả hợp đồng có rủi ro lớn VND,numeric__Tổng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,-,-,-,,,
Trích lập dự phòng trong năm,Số dư đầu năm > Trích lập dự phòng trong năm,Trích lập dự phòng trong năm,59.866.221.656,5.648.602.513,65.514.824.169,59866221656.0,5648602513.0,65514824169.0
Số dư cuối năm,Số dư đầu năm > Số dư cuối năm,Số dư cuối năm,59.866.221.656,5.648.602.513,65.514.824.169,59866221656.0,5648602513.0,65514824169.0
