row_label_raw,row_label_full,Dự án xây nhà ở Tháp Vàng (*),448.058.483.591,607.095.061.671,numeric__448.058.483.591,numeric__607.095.061.671
Dự án khu nhà ở PC1 Bắc Tử Liêm (G5 – CT2 và G8 – CT3),Dự án khu nhà ở PC1 Bắc Tử Liêm (G5 – CT2 và G8 – CT3),Dự án khu nhà ở PC1 Bắc Tử Liêm (G5 – CT2 và G8 – CT3),7.504.933.117,7.499.726.417,7504933117.0,7499726417.0
Dự án khu nhà ở PC1 Gia Lâm,Dự án khu nhà ở PC1 Gia Lâm,Dự án khu nhà ở PC1 Gia Lâm,2.628.102.784,2.596.202.784,2628102784.0,2596202784.0
Dự án khác,Dự án khác,Dự án khác,1.302.115.890,1.302.115.890,1302115890.0,1302115890.0
,,,638.105.986.782,840.922.321.447,638105986782.0,840922321447.0
