row_label_raw,row_label_full,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
VND,VND,VND,VND,VND,VND,,,
Giá gốc,Giá gốc,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,
4.247.460.476.823,Giá gốc > 4.247.460.476.823,4.247.460.476.823,(6.165.408.889),4.266.709.540.989,(1.317.518.206),-6165408889.0,4266709540989.0,-1317518206.0
3.519.064.933,Giá gốc > 3.519.064.933,3.519.064.933,-,3.519.064.933,-,,3519064933.0,
20.000.000.000,Giá gốc > 20.000.000.000,20.000.000.000,-,20.000.000.000,-,,20000000000.0,
-,Giá gốc > -,-,-,10.236.009.597,(1.317.518.206),,10236009597.0,-1317518206.0
24.000.000.000,Giá gốc > 24.000.000.000,24.000.000.000,-,24.000.000.000,-,,24000000000.0,
5.942.874.315,Giá gốc > 5.942.874.315,5.942.874.315,-,5.942.874.315,-,,5942874315.0,
725.509.851,Giá gốc > 725.509.851,725.509.851,-,725.509.851,-,,725509851.0,
3.566.251.625,Giá gốc > 3.566.251.625,3.566.251.625,-,3.566.251.625,-,,3566251625.0,
6.781.764.370,Giá gốc > 6.781.764.370,6.781.764.370,-,6.781.764.370,-,,6781764370.0,
28.832.168.426,Giá gốc > 28.832.168.426,28.832.168.426,-,28.832.168.426,-,,28832168426.0,
151.200.000.000,Giá gốc > 151.200.000.000,151.200.000.000,-,151.200.000.000,-,,151200000000.0,
102.338.000.000,Giá gốc > 102.338.000.000,102.338.000.000,-,102.338.000.000,-,,102338000000.0,
2.550.000.000,Giá gốc > 2.550.000.000,2.550.000.000,-,2.550.000.000,-,,2550000000.0,
184.005.518.217,Giá gốc > 184.005.518.217,184.005.518.217,-,184.005.518.217,-,,184005518217.0,
33.966.000.000,Giá gốc > 33.966.000.000,33.966.000.000,(2.810.870.972),33.966.000.000,-,-2810870972.0,33966000000.0,
141.693.000.000,Giá gốc > 141.693.000.000,141.693.000.000,-,141.693.000.000,-,,141693000000.0,
-,Giá gốc > -,-,-,154.145.058.545,-,,154145058545.0,
409.614.856.402,Giá gốc > 409.614.856.402,409.614.856.402,-,409.614.856.402,-,,409614856402.0,
412.426.000.000,Giá gốc > 412.426.000.000,412.426.000.000,-,412.426.000.000,-,,412426000000.0,
412.479.556.800,Giá gốc > 412.479.556.800,412.479.556.800,-,412.479.556.800,-,,412479556800.0,
1.876.851.000,Giá gốc > 1.876.851.000,1.876.851.000,-,1.876.851.000,-,,1876851000.0,
477.590.600.000,Giá gốc > 477.590.600.000,477.590.600.000,-,477.590.600.000,-,,477590600000.0,
184.800.000.000,Giá gốc > 184.800.000.000,184.800.000.000,-,93.600.000.000,-,,93600000000.0,
311.652.469.517,Giá gốc > 311.652.469.517,311.652.469.517,-,311.652.469.517,-,,311652469517.0,
140.950.895.451,Giá gốc > 140.950.895.451,140.950.895.451,-,140.950.895.451,-,,140950895451.0,
424.800.000.000,Giá gốc > 424.800.000.000,424.800.000.000,-,424.800.000.000,-,,424800000000.0,
703.098.368.940,Giá gốc > 703.098.368.940,703.098.368.940,-,703.098.368.940,-,,703098368940.0,
5.118.723.000,Giá gốc > 5.118.723.000,5.118.723.000,(3.354.537.917),5.118.723.000,-,-3354537917.0,5118723000.0,
5.000.000.000,5.000.000.000,5.000.000.000,-,-,-,,,
