row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,30,8.014.575.475.234,4.283.815.178.825,1.0,30.0,8014575475234.0,4283815178825.0
2. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),2. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),2. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),10,,8.014.575.475.234,4.283.815.178.825,10.0,,8014575475234.0,4283815178825.0
3. Giá vốn hàng bán và dịch vụ cung cấp,3. Giá vốn hàng bán và dịch vụ cung cấp,3. Giá vốn hàng bán và dịch vụ cung cấp,11,31,6.942.216.186.963,3.855.901.023.609,11.0,31.0,6942216186963.0,3855901023609.0
4. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),4. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),4. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,1.072.359.288.271,427.914.155.216,20.0,,1072359288271.0,427914155216.0
5. Doanh thu hoạt động tài chính,5. Doanh thu hoạt động tài chính,5. Doanh thu hoạt động tài chính,21,33,496.500.851.095,394.725.868.886,21.0,33.0,496500851095.0,394725868886.0
6. Chỉ phí tài chính,6. Chỉ phí tài chính,6. Chỉ phí tài chính,22,34,399.528.058.434,348.567.068.754,22.0,34.0,399528058434.0,348567068754.0
- Trong đó: Chỉ phí lãi vay và phát hành trái phiếu,- Trong đó: Chỉ phí lãi vay và phát hành trái phiếu,- Trong đó: Chỉ phí lãi vay và phát hành trái phiếu,23,,338.350.744.481,308.510.772.568,23.0,,338350744481.0,308510772568.0
7. Chỉ phí bán hàng,7. Chỉ phí bán hàng,7. Chỉ phí bán hàng,25,35,3.240.943.407,8.160.264.128,25.0,35.0,3240943407.0,8160264128.0
8. Chỉ phí quản lý doanh nghiệp,8. Chỉ phí quản lý doanh nghiệp,8. Chỉ phí quản lý doanh nghiệp,26,35,264.612.373.620,195.169.891.608,26.0,35.0,264612373620.0,195169891608.0
9. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),9. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),9. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,901.478.763.905,270.742.799.612,30.0,,901478763905.0,270742799612.0
10. Thu nhập khác,10. Thu nhập khác,10. Thu nhập khác,31,36,28.235.567.657,548.349.215,31.0,36.0,28235567657.0,548349215.0
11. Chỉ phí khác,11. Chỉ phí khác,11. Chỉ phí khác,32,36,6.086.254.858,33.798.955,32.0,36.0,6086254858.0,33798955.0
12. Lợi nhuận khác (40=31-32),12. Lợi nhuận khác (40=31-32),12. Lợi nhuận khác (40=31-32),40,,22.149.312.799,514.550.260,40.0,,22149312799.0,514550260.0
13. Tổng lợi nhuận kế toán trước thuế (50=30+40),13. Tổng lợi nhuận kế toán trước thuế (50=30+40),13. Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,923.628.076.704,271.257.349.872,50.0,,923628076704.0,271257349872.0
14. Chỉ phí thuế thu nhập doanh nghiệp hiện hành,14. Chỉ phí thuế thu nhập doanh nghiệp hiện hành,14. Chỉ phí thuế thu nhập doanh nghiệp hiện hành,51,37,86.670.579.595,1.493.027.973,51.0,37.0,86670579595.0,1493027973.0
15. Thu nhập thuế thu nhập doanh nghiệp hoãn lại,15. Thu nhập thuế thu nhập doanh nghiệp hoãn lại,15. Thu nhập thuế thu nhập doanh nghiệp hoãn lại,52,37,(2.695.876.300),-,52.0,37.0,-2695876300.0,
16. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),16. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),16. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,839.653.373.409,269.764.321.899,60.0,,839653373409.0,269764321899.0
