row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,7.899.798.084.140,7.947.449.045.666,200.0,,7899798084140.0,7947449045666.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,805.309.000,-,210.0,,805309000.0,
1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,216,,805.309.000,-,216.0,,805309000.0,
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,1.896.598.303.609,1.894.492.933.357,220.0,,1896598303609.0,1894492933357.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,15,1.886.375.902.238,1.893.255.142.807,221.0,15.0,1886375902238.0,1893255142807.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,2.887.974.978.217,2.757.587.791.568,222.0,,2887974978217.0,2757587791568.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(1.001.599.075.979),(864.332.648.761),223.0,,-1001599075979.0,-864332648761.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,16,10.222.401.371,1.237.790.550,227.0,16.0,10222401371.0,1237790550.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,11.825.866.600,2.706.470.000,228.0,,11825866600.0,2706470000.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(1.603.465.229),(1.468.679.450),229.0,,-1603465229.0,-1468679450.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,17,49.092.223.401,52.822.306.812,230.0,17.0,49092223401.0,52822306812.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,101.554.352.049,101.554.352.049,231.0,,101554352049.0,101554352049.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,232,,(52.462.128.648),(48.732.045.237),232.0,,-52462128648.0,-48732045237.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,6.050.735.652,17.391.362.725,240.0,,6050735652.0,17391362725.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,18,6.050.735.652,17.391.362.725,242.0,18.0,6050735652.0,17391362725.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,6,5.862.093.856.127,5.923.595.947.724,250.0,6.0,5862093856127.0,5923595947724.0
1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,,4.247.460.476.823,4.266.709.540.989,251.0,,4247460476823.0,4266709540989.0
"2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết","2. Đầu tư vào công ty liên doanh, liên kết",252,,1.709.938.256.168,1.693.392.656.168,252.0,,1709938256168.0,1693392656168.0
3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,253,,4.821.770.000,4.821.770.000,253.0,,4821770000.0,4821770000.0
4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,4. Dự phòng đầu tư tài chính dài hạn,254,,(100.126.646.864),(41.328.019.433),254.0,,-100126646864.0,-41328019433.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,85.157.656.351,59.146.495.048,260.0,,85157656351.0,59146495048.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,14,82.461.780.051,59.146.495.048,261.0,14.0,82461780051.0,59146495048.0
2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,,2.695.876.300,-,262.0,,2695876300.0,
TỔNG CỘNG TÀI SẢN (270=100+200),TỔNG CỘNG TÀI SẢN (270=100+200),TỔNG CỘNG TÀI SẢN (270=100+200),270,,14.357.872.380.717,11.601.805.164.575,270.0,,14357872380717.0,11601805164575.0
