row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
a. Ngân hạn,a. Ngân hạn,a. Ngân hạn,a. Ngân hạn,a. Ngân hạn,,
"Công cụ, dụng cụ xuất dùng","a. Ngân hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",269.893.774,524.263.398,269893774.0,524263398.0
Các khoản khác,a. Ngân hạn > Các khoản khác,Các khoản khác,5.811.658.331,2.142.980.509,5811658331.0,2142980509.0
,,,6.081.552.105,2.667.243.907,6081552105.0,2667243907.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,,
Công cụ dụng cụ xuất dùng,b. Dài hạn > Công cụ dụng cụ xuất dùng,Công cụ dụng cụ xuất dùng,8.354.694.637,1.752.291.052,8354694637.0,1752291052.0
Chi phí sửa chữa lớn tài sản cố định,b. Dài hạn > Chi phí sửa chữa lớn tài sản cố định,Chi phí sửa chữa lớn tài sản cố định,16.364.923.061,12.874.223.941,16364923061.0,12874223941.0
Chi phí giải phóng mặt bằng các Nhà máy,b. Dài hạn > Chi phí giải phóng mặt bằng các Nhà máy,Chi phí giải phóng mặt bằng các Nhà máy,26.427.116.706,26.942.340.066,26427116706.0,26942340066.0
Thủy điện,Thủy điện,Thủy điện,Thủy điện,Thủy điện,,
Chi phí trả trước dài hạn khác,Thủy điện > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,31.315.045.647,17.577.639.989,31315045647.0,17577639989.0
,,,82.461.780.051,59.146.495.048,82461780051.0,59146495048.0
