row_label_raw,row_label_full,31/12/2023,Tổng dư nợ cho vay,Tổng tiền gửi của khách hàng,Các cam kết tín dụng,CCTC phải sinh (Tổng giá trị giao dịch theo hợp đồng),Kinh doanh và đầu tư chứng khoán,numeric__Tổng dư nợ cho vay,numeric__Tổng tiền gửi của khách hàng,numeric__Các cam kết tín dụng,numeric__CCTC phải sinh (Tổng giá trị giao dịch theo hợp đồng),numeric__Kinh doanh và đầu tư chứng khoán
Trong nước,Trong nước,Trong nước,20.377.377,24.169.045,345.778,-,1.283.888,20377377.0,24169045.0,345778.0,,1283888.0
Ngoài nước,Ngoài nước,Ngoài nước,-,-,-,-,-,,,,,
31/12/2022,31/12/2022,31/12/2022,Tổng dư nợ cho vay,Tổng tiền gửi của khách hàng,Các cam kết tín dụng,CCTC phải sinh (Tổng giá trị giao dịch theo hợp đồng),Kinh doanh và đầu tư chứng khoán,,,,,
Trong nước,31/12/2022 > Trong nước,Trong nước,19.564.226,21.111.482,355.061,1.538.309,1.708.617,19564226.0,21111482.0,355061.0,1538309.0,1708617.0
Ngoài nước,Ngoài nước,Ngoài nước,-,-,-,-,-,,,,,
