row_label_raw,row_label_full,"9. Góp vốn, đầu tư dài hạn > - Phân tích giá trị đầu tư theo loại hình đầu tư",31/12/2023,31/12/2022,numeric__31/12/2023,numeric__31/12/2022
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,612.503,612.503,612503.0,612503.0
Các khoản đầu tư dài hạn khác,Các khoản đầu tư dài hạn khác,Các khoản đầu tư dài hạn khác,53.380,53.880,53380.0,53880.0
Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,(29.184),(28.811),-29184.0,-28811.0
Tổng cộng,Tổng cộng,Tổng cộng,636.699,637.572,636699.0,637572.0
