row_label_raw,row_label_full,Khoản mục,01/01/2020,Tăng trong năm,Giảm trong năm,Đơn vị tính: VND31/12/2020,numeric__01/01/2020,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__Đơn vị tính: VND31/12/2020
Bắt động sản đầu tư cho thuê,Bắt động sản đầu tư cho thuê,Bắt động sản đầu tư cho thuê,Bắt động sản đầu tư cho thuê,Bắt động sản đầu tư cho thuê,Bắt động sản đầu tư cho thuê,Bắt động sản đầu tư cho thuê,,,,
Nguyên giá,Bắt động sản đầu tư cho thuê > Nguyên giá,Nguyên giá,926.457.222.782,16.329.606.168,56.960.034.866,885.826.794.084,926457222782.0,16329606168.0,56960034866.0,885826794084.0
- Quyền sử dụng đất,Bắt động sản đầu tư cho thuê > - Quyền sử dụng đất,- Quyền sử dụng đất,112.137.821.654,11.839.365.563,5.689.071.483,118.288.115.734,112137821654.0,11839365563.0,5689071483.0,118288115734.0
- Nhà cửa vật kiến trúc,Bắt động sản đầu tư cho thuê > - Nhà cửa vật kiến trúc,- Nhà cửa vật kiến trúc,814.319.401.128,4.490.240.605,51.270.963.383,767.538.678.350,814319401128.0,4490240605.0,51270963383.0,767538678350.0
Giá trị hao mòn luỹ kế,Bắt động sản đầu tư cho thuê > Giá trị hao mòn luỹ kế,Giá trị hao mòn luỹ kế,58.183.369.009,15.131.473.576,563.361.180,72.751.481.405,58183369009.0,15131473576.0,563361180.0,72751481405.0
- Quyền sử dụng đất,Bắt động sản đầu tư cho thuê > - Quyền sử dụng đất,- Quyền sử dụng đất,2.391.625.525,3.013.285.115,194.685.747,5.210.224.893,2391625525.0,3013285115.0,194685747.0,5210224893.0
- Nhà cửa vật kiến trúc,Bắt động sản đầu tư cho thuê > - Nhà cửa vật kiến trúc,- Nhà cửa vật kiến trúc,55.791.743.484,12.118.188.461,368.675.433,67.541.256.512,55791743484.0,12118188461.0,368675433.0,67541256512.0
Giá trị còn lại,Bắt động sản đầu tư cho thuê > Giá trị còn lại,Giá trị còn lại,868.273.853.773,,,813.075.312.679,868273853773.0,,,813075312679.0
- Quyền sử dụng đất,Bắt động sản đầu tư cho thuê > - Quyền sử dụng đất,- Quyền sử dụng đất,109.746.196.129,,,113.077.890.841,109746196129.0,,,113077890841.0
- Nhà và quyền sử dụng đất,Bắt động sản đầu tư cho thuê > - Nhà và quyền sử dụng đất,- Nhà và quyền sử dụng đất,758.527.657.644,,,699.997.421.838,758527657644.0,,,699997421838.0
