row_label_raw,row_label_full,Ngoại tệ các loại,31/12/2020,01/01/2020,numeric__31/12/2020,numeric__01/01/2020
USD,USD,USD,"277.561,86","110.761,56",277561.86,110761.56
EUR,EUR,EUR,"48.134,24","38.615,41",48134.24,38615.41
