row_label_raw,row_label_full,Công ty CP Xây dựng và Thương mại Vạn Phát,94.451.494.272,-,-_1,-_2,numeric__94.451.494.272,numeric__-,numeric__-_1,numeric__-_2
Hoàng Phụng Hiếu,Hoàng Phụng Hiếu,Hoàng Phụng Hiếu,10.400.000.000,-,-,-,10400000000.0,,,
Công ty CP Xây dựng và Dịch vụ Nam Phát Phú Quốc,Công ty CP Xây dựng và Dịch vụ Nam Phát Phú Quốc,Công ty CP Xây dựng và Dịch vụ Nam Phát Phú Quốc,-,-,10.774.080.000,-,,,10774080000.0,
Công ty TNHH MTV Đầu tư Trang Nguyễn Phú Quốc,Công ty TNHH MTV Đầu tư Trang Nguyễn Phú Quốc,Công ty TNHH MTV Đầu tư Trang Nguyễn Phú Quốc,21.350.000.000,-,41.075.000.000,(6.796.500.000),21350000000.0,,41075000000.0,-6796500000.0
Công ty CP Khách sạn An Thịnh Phát,Công ty CP Khách sạn An Thịnh Phát,Công ty CP Khách sạn An Thịnh Phát,19.228.860.000,(11.392.752.000),19.228.860.000,(7.120.470.000),19228860000.0,-11392752000.0,19228860000.0,-7120470000.0
Công ty CP Đầu tư khách sạn An Hưng,Công ty CP Đầu tư khách sạn An Hưng,Công ty CP Đầu tư khách sạn An Hưng,11.347.846.000,(1.561.424.200),11.347.846.000,(1.115.303.000),11347846000.0,-1561424200.0,11347846000.0,-1115303000.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,366.253.273.468,(15.330.197.562),495.339.079.475,(15.085.649.346),366253273468.0,-15330197562.0,495339079475.0,-15085649346.0
Cộng,Cộng,Cộng,526.899.903.076,(28.284.373.762),625.226.319.285,(30.117.922.346),526899903076.0,-28284373762.0,625226319285.0,-30117922346.0
