row_label_raw,row_label_full,Phải thu khách hàng và phải thu khác,595.001.555.659,667.501.855.396,numeric__595.001.555.659,numeric__667.501.855.396
Các khoản đầu tư tài chính,Các khoản đầu tư tài chính,Các khoản đầu tư tài chính,641.047.936.833,1.204.897.936.833,641047936833.0,1204897936833.0
Tổng cộng,Tổng cộng,Tổng cộng,1.464.727.624.237,2.073.375.806.449,1464727624237.0,2073375806449.0
Công nợ tài chính,Công nợ tài chính,Công nợ tài chính,,,,
Các khoản vay,Công nợ tài chính > Các khoản vay,Các khoản vay,1.944.354.488.504,2.339.756.375.022,1944354488504.0,2339756375022.0
Phải trả người bán và phải trả khác,Công nợ tài chính > Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,677.019.130.905,678.923.825.374,677019130905.0,678923825374.0
Chi phí phải trả,Công nợ tài chính > Chi phí phải trả,Chi phí phải trả,636.123.632.119,351.828.784.203,636123632119.0,351828784203.0
Tổng cộng,Công nợ tài chính > Tổng cộng,Tổng cộng,3.257.497.251.528,3.370.508.984.599,3257497251528.0,3370508984599.0
