row_label_raw,row_label_full,a),Các khoản chi phí bán hàng phát sinh trong năm,Năm 2020VND > 76.647.830.428,Năm 2019VND > 210.210.242.008,numeric__Các khoản chi phí bán hàng phát sinh trong năm,numeric__Năm 2020VND > 76.647.830.428,numeric__Năm 2019VND > 210.210.242.008
a),a),a),Chi phí nhân viên bán hàng,10.446.259.391,13.735.946.845,,10446259391.0,13735946845.0
a),a),a),"Chi phí dụng cụ, đồ dùng",204.654.647,127.969.174,,204654647.0,127969174.0
a),a),a),Chi phí khấu hao TSCĐ,154.461.364,195.109.092,,154461364.0,195109092.0
a),a),a),Chi phí dịch vụ mua ngoài,56.955.031.842,177.585.933.432,,56955031842.0,177585933432.0
a),a),a),Chi phí bằng tiền khác,8.887.423.184,18.565.283.465,,8887423184.0,18565283465.0
b),b),b),Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,258.109.678.819,314.672.430.052,,258109678819.0,314672430052.0
b),b),b),Chi phí nhân viên quản lý,86.797.999.571,120.193.635.721,,86797999571.0,120193635721.0
b),b),b),Chi phí vật liệu quản lý,3.585.000,71.888.994,,3585000.0,71888994.0
b),b),b),Chi phí đồ dùng văn phòng,3.212.345.444,4.195.774.238,,3212345444.0,4195774238.0
b),b),b),Chi phí khấu hao TSCĐ,11.228.709.201,14.769.416.492,,11228709201.0,14769416492.0
b),b),b),"Thuế, phí và lệ phí",793.438.363,991.236.188,,793438363.0,991236188.0
b),b),b),Chi phí dự phòng,15.122.886.472,38.154.776.572,,15122886472.0,38154776572.0
b),b),b),Chi phí dịch vụ mua ngoài,55.310.877.405,60.790.489.899,,55310877405.0,60790489899.0
b),b),b),Chi phí bằng tiền khác,32.129.081.802,40.474.688.762,,32129081802.0,40474688762.0
b),b),b),Phân bổ lợi thế thương mại,53.510.755.561,35.030.523.186,,53510755561.0,35030523186.0
c),c),c),Các khoản ghi giảm chi phí quản lý doanh nghiệp,(16.956.435.056),(20.174.671.994),,-16956435056.0,-20174671994.0
c),c),c),Hoàn nhập dự phòng phải thu,(16.956.435.056),(20.174.671.994),,-16956435056.0,-20174671994.0
c),c),c),Cộng,317.801.074.191,504.708.000.066,,317801074191.0,504708000066.0
