row_label_raw,row_label_full,col_0,col_1,31/12/2020VND,01/01/2020VND,numeric__col_1,numeric__31/12/2020VND,numeric__01/01/2020VND
a),a),a),Phải nộp,,,,,
a),a) > a),a),Thuế GTGT đầu ra,19.558.099.651,23.952.510.021,,19558099651.0,23952510021.0
a),a) > a),a),Thuế tiêu thụ đặc biệt,9.092.514,352.962.871,,9092514.0,352962871.0
a),a) > a),a),Thuế thu nhập doanh nghiệp,70.923.619.733,122.197.328.044,,70923619733.0,122197328044.0
a),a) > a),a),Thuế thu nhập cá nhân,15.221.151.952,12.262.653.825,,15221151952.0,12262653825.0
a),a) > a),a),Thuế nhà thầu,76.930.838,4.408.571.205,,76930838.0,4408571205.0
a),a) > a),a),"Thuế nhà đất, tiền thuê đất",-,189.812.221.428,,,189812221428.0
a),a) > a),a),Thuế khác,8.117.055.052,96.627.628,,8117055052.0,96627628.0
a),a) > a),a),Cộng,113.905.949.740,353.082.875.022,,113905949740.0,353082875022.0
b),b),b),Phải thu,,,,,
b),b) > b),b),Thuế thu nhập doanh nghiệp,5.421.131.010,28.464.333,,5421131010.0,28464333.0
b),b) > b),b),Cộng,5.421.131.010,28.464.333,,5421131010.0,28464333.0
