row_label_raw,row_label_full,Công ty TNHH Nội thất Nem,8.184.165.531,8.184.165.531_1,36.894.271.774,36.894.271.774_1,numeric__8.184.165.531,numeric__8.184.165.531_1,numeric__36.894.271.774,numeric__36.894.271.774_1
Công ty TNHH MTV Đầu tư Bảo Việt,Công ty TNHH MTV Đầu tư Bảo Việt,Công ty TNHH MTV Đầu tư Bảo Việt,15.000.000.000,15.000.000.000,15.000.000.000,15.000.000.000,15000000000.0,15000000000.0,15000000000.0,15000000000.0
Công ty TNHH Xây dựng Mai Quang,Công ty TNHH Xây dựng Mai Quang,Công ty TNHH Xây dựng Mai Quang,22.590.047.739,22.590.047.739,49.871.302.378,49.871.302.378,22590047739.0,22590047739.0,49871302378.0,49871302378.0
Công ty CP Đầu tư và Phát triển Đô thị xanh,Công ty CP Đầu tư và Phát triển Đô thị xanh,Công ty CP Đầu tư và Phát triển Đô thị xanh,-,-,34.130.886.229,34.130.886.229,,,34130886229.0,34130886229.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,278.482.919.853,278.482.919.853,272.834.829.215,272.834.829.215,278482919853.0,278482919853.0,272834829215.0,272834829215.0
Cộng,Cộng,Cộng,404.170.607.548,404.170.607.548,511.126.816.281,511.126.816.281,404170607548.0,404170607548.0,511126816281.0,511126816281.0
