row_label_raw,row_label_full,col_0,col_1,Năm 2020VND,Năm 2019VND,numeric__col_1,numeric__Năm 2020VND,numeric__Năm 2019VND
Vốn góp của chủ sở hữu,Vốn góp của chủ sở hữu,Vốn góp của chủ sở hữu,Vốn góp của chủ sở hữu,2.573.399.850.000,2.573.399.850.000,,2573399850000.0,2573399850000.0
Vốn góp đầu năm,Vốn góp đầu năm,Vốn góp đầu năm,Vốn góp đầu năm,2.573.399.850.000,1.544.039.910.000,,2573399850000.0,1544039910000.0
Vốn góp tăng trong năm,Vốn góp tăng trong năm,Vốn góp tăng trong năm,Vốn góp tăng trong năm,-,1.029.359.940.000,,,1029359940000.0
Vốn góp cuối năm,Vốn góp cuối năm,Vốn góp cuối năm,Vốn góp cuối năm,2.573.399.850.000,2.573.399.850.000,,2573399850000.0,2573399850000.0
"Cổ tức, lợi nhuận đã chia","Cổ tức, lợi nhuận đã chia","Cổ tức, lợi nhuận đã chia","Cổ tức, lợi nhuận đã chia",-,154.403.991.000,,,154403991000.0
d),d),d),Cổ phiếu,31/12/2020Cổ phiếu,01/01/2020Cổ phiếu,,,
d),d) > d),d),Số lượng cổ phiếu đăng ký phát hành,257.339.985,257.339.985,,257339985.0,257339985.0
d),d) > d),d),Số lượng cổ phiếu đã bán ra công chúng,257.339.985,257.339.985,,257339985.0,257339985.0
d),d) > d),d),- Cổ phiếu phổ thông,257.339.985,257.339.985,,257339985.0,257339985.0
d),d) > d),d),Số lượng cổ phiếu đang lưu hành,257.339.985,257.339.985,,257339985.0,257339985.0
d),d) > d),d),- Cổ phiếu phổ thông,257.339.985,257.339.985,,257339985.0,257339985.0
d),d),d),Mệnh giá cổ phiếu đang lưu hành: 10.000 đồng/cổ phiếu,,,,,
