row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,31/12/2025 VND,01/01/2025 VND,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025 VND,numeric__01/01/2025 VND
C.,C.,C.,NỘ PHẢI TRẢ,300,,3.704.339.891.701,3.806.970.982.376,,300.0,,3704339891701.0,3806970982376.0
I.,I.,I.,Nợ ngắn hạn,310,,3.544.457.081.077,3.626.832.974.969,,310.0,,3544457081077.0,3626832974969.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,16,435.722.129.346,464.095.068.931,,311.0,16.0,435722129346.0,464095068931.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,17,82.808.938.598,56.336.078.973,,312.0,17.0,82808938598.0,56336078973.0
3.,3.,3.,Thuế và các khoản khác phải nộp Nhà nước,313,18,200.567.878.960,158.664.563.895,,313.0,18.0,200567878960.0,158664563895.0
4.,4.,4.,Phải trả người lao động,314,,105.729.579.983,95.083.947.966,,314.0,,105729579983.0,95083947966.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,19,6.170.933.661,4.821.918.376,,315.0,19.0,6170933661.0,4821918376.0
6.,6.,6.,Doanh thu chưa thực hiện ngắn hạn,318,,137.076.363,712.727,,318.0,,137076363.0,712727.0
7.,7.,7.,Phải trả ngắn hạn khác,319,20.a,84.771.572.491,50.614.459.856,,319.0,,84771572491.0,50614459856.0
8.,8.,8.,Vay và nợ thuê tài chính ngắn hạn,320,21,2.536.306.295.304,2.713.580.820.203,,320.0,21.0,2536306295304.0,2713580820203.0
9.,9.,9.,"Quỹ khen thưởng, phúc lợi",322,,92.242.676.371,83.635.404.042,,322.0,,92242676371.0,83635404042.0
II.,II.,II.,Nợ dài hạn,330,,159.882.810.624,180.138.007.407,,330.0,,159882810624.0,180138007407.0
1.,1.,1.,Phải trả dài hạn khác,337,20.b,9.553.996.289,8.301.854.364,,337.0,,9553996289.0,8301854364.0
2.,2.,2.,Quỹ phát triển khoa học và công nghệ,343,22,150.328.814.335,171.836.153.043,,343.0,22.0,150328814335.0,171836153043.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,10.645.778.709.185,10.001.517.079.259,,400.0,,10645778709185.0,10001517079259.0
I.,I.,I.,Vốn chủ sở hữu,410,23,10.645.778.709.185,10.001.517.079.259,,410.0,23.0,10645778709185.0,10001517079259.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,23,3.676.481.530.000,3.676.481.530.000,,411.0,23.0,3676481530000.0,3676481530000.0
,,,- Có phiếu phố thông có quyền biểu quyết,411a,,3.676.481.530.000,3.676.481.530.000,,,,3676481530000.0,3676481530000.0
,,,- Có phiếu ưu đãi,411b,,-,-,,,,,
2.,2.,2.,Thặng dư vốn cổ phần,412,23,528.846.222.426,528.846.222.426,,412.0,23.0,528846222426.0,528846222426.0
3.,3.,3.,Cổ phiếu quỹ,415,23,(834.457.318.216),(834.457.318.216),,415.0,23.0,-834457318216.0,-834457318216.0
4.,4.,4.,Quỹ đầu tư phát triển,418,23,851.180.453.688,779.879.626.112,,418.0,23.0,851180453688.0,779879626112.0
5.,5.,5.,Lợi nhuận sau thuế chưa phân phối,421,23,6.423.727.821.287,5.850.767.018.937,,421.0,23.0,6423727821287.0,5850767018937.0
,,,- LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,4.819.358.604.836,3.786.186.314.405,,,,4819358604836.0,3786186314405.0
,,,- LNST chưa phân phối kỳ này,421b,,1.604.369.216.451,2.064.580.704.532,,,,1604369216451.0,2064580704532.0
6.,6.,6.,Lợi ích cổ đông không kiểm soát,429,,-,-,,429.0,,,
II.,II.,II.,Nguồn kinh phí và quỹ khác,430,,-,-,,430.0,,,
,,,TỔNG CỘNG NGUỒN VỐN,440,,14.350.118.600.886,13.808.488.061.635,,440.0,,14350118600886.0,13808488061635.0
