row_label_raw,row_label_full,Công ty TNHH Asia Packing Industries Việt Nam,31/12/2025 > 7.033.049.382,01/01/2025 > 8.185.218.716,numeric__31/12/2025 > 7.033.049.382,numeric__01/01/2025 > 8.185.218.716
Công ty TNHH TM & Vận tải Thái Tân,Công ty TNHH TM & Vận tải Thái Tân,Công ty TNHH TM & Vận tải Thái Tân,4.825.794.078,2.642.149.614,4825794078.0,2642149614.0
Công ty TNHH Brenntag Việt Nam,Công ty TNHH Brenntag Việt Nam,Công ty TNHH Brenntag Việt Nam,11.110.295.318,5.572.452.889,11110295318.0,5572452889.0
Công ty CP In bao bi Khatoco,Công ty CP In bao bi Khatoco,Công ty CP In bao bi Khatoco,6.828.984.407,8.047.212.403,6828984407.0,8047212403.0
Công ty CP Tetra Pak Việt Nam,Công ty CP Tetra Pak Việt Nam,Công ty CP Tetra Pak Việt Nam,15.985.788.525,13.906.792.202,15985788525.0,13906792202.0
Công ty CP Phân bón Việt Nhật,Công ty CP Phân bón Việt Nhật,Công ty CP Phân bón Việt Nhật,15.906.331.000,15.011.053.000,15906331000.0,15011053000.0
Công ty CP Hóa chất Á Châu,Công ty CP Hóa chất Á Châu,Công ty CP Hóa chất Á Châu,25.849.539.060,12.354.263.927,25849539060.0,12354263927.0
Công ty CP Bao bi Kinh Bắc,Công ty CP Bao bi Kinh Bắc,Công ty CP Bao bi Kinh Bắc,3.748.658.400,3.419.533.368,3748658400.0,3419533368.0
Công ty CP TKL,Công ty CP TKL,Công ty CP TKL,10.930.134.840,29.823.177.435,10930134840.0,29823177435.0
Công ty TNHH SX-TM-DV Minh Thông,Công ty TNHH SX-TM-DV Minh Thông,Công ty TNHH SX-TM-DV Minh Thông,783.558.252,2.030.664.600,783558252.0,2030664600.0
Công ty TNHH MTV Ứng Dụng & PT Công nghệ,Công ty TNHH MTV Ứng Dụng & PT Công nghệ,Công ty TNHH MTV Ứng Dụng & PT Công nghệ,95.578.355.678,95.578.355.678,95578355678.0,95578355678.0
Công ty TNHH Bao bi NGK Crown Đà Nẵng,Công ty TNHH Bao bi NGK Crown Đà Nẵng,Công ty TNHH Bao bi NGK Crown Đà Nẵng,1.982.887.369,833.924.809,1982887369.0,833924809.0
Hộ nông dân (Tiền mía vụ 2025-2026),Hộ nông dân (Tiền mía vụ 2025-2026),Hộ nông dân (Tiền mía vụ 2025-2026),79.737.731.500,-,79737731500.0,
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,155.421.021.537,266.690.270.290,155421021537.0,266690270290.0
Cộng,Cộng,Cộng,435.722.129.346,464.095.068.931,435722129346.0,464095068931.0
