row_label_raw,row_label_full,col_0,Vốn góp củachủ sở hữu,Thặng dư vốn cổ phần,Cổ phiếu quỹ,Quỹ đầu tưphát triển,LNSTchưa phân phối,numeric__Vốn góp củachủ sở hữu,numeric__Thặng dư vốn cổ phần,numeric__Cổ phiếu quỹ,numeric__Quỹ đầu tưphát triển,numeric__LNSTchưa phân phối
Số dư tại 01/01/2024,Số dư tại 01/01/2024,Số dư tại 01/01/2024,3.569.399.550.000,353.499.663.780,(834.457.318.216),714.375.667.849,4.777.740.975.422,3569399550000.0,353499663780.0,-834457318216.0,714375667849.0,4777740975422.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,107.081.980.000,175.368.158.646,-,65.503.958.263,2.376.694.252.532,107081980000.0,175368158646.0,,65503958263.0,2376694252532.0
Giảm trong năm,Giảm trong năm,Giảm trong năm,-,21.600.000,-,-,1.303.668.209.017,,21600000.0,,,1303668209017.0
Số dư tại 31/12/2024,Số dư tại 31/12/2024,Số dư tại 31/12/2024,3.676.481.530.000,528.846.222.426,(834.457.318.216),779.879.626.112,5.850.767.018.937,3676481530000.0,528846222426.0,-834457318216.0,779879626112.0,5850767018937.0
Số dư tại 01/01/2025,Số dư tại 01/01/2025,Số dư tại 01/01/2025,3.676.481.530.000,528.846.222.426,(834.457.318.216),779.879.626.112,5.850.767.018.937,3676481530000.0,528846222426.0,-834457318216.0,779879626112.0,5850767018937.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,-,-,71.300.827.576,1.916.482.764.451,,,,71300827576.0,1916482764451.0
Giảm trong năm,Giảm trong năm,Giảm trong năm,-,-,-,-,1.343.521.962.101,,,,,1343521962101.0
Số dư tại 31/12/2025,Số dư tại 31/12/2025,Số dư tại 31/12/2025,3.676.481.530.000,528.846.222.426,(834.457.318.216),851.180.453.688,6.423.727.821.287,3676481530000.0,528846222426.0,-834457318216.0,851180453688.0,6423727821287.0
