row_label_raw,row_label_full,col_0,Giá trị còn lại của tài sản bộ phận > Số cuối nămVND,Giá trị còn lại của tài sản bộ phận > Số đầu nămVND,Tăng tài sản cố định hữu hình và vô hình > Số cuối nămVND,Tăng tài sản cố định hữu hình và vô hình > Số đầu nămVND,numeric__Giá trị còn lại của tài sản bộ phận > Số cuối nămVND,numeric__Giá trị còn lại của tài sản bộ phận > Số đầu nămVND,numeric__Tăng tài sản cố định hữu hình và vô hình > Số cuối nămVND,numeric__Tăng tài sản cố định hữu hình và vô hình > Số đầu nămVND
"Lĩnh vực tư vấn, đầu tư","Lĩnh vực tư vấn, đầu tư","Lĩnh vực tư vấn, đầu tư",16.503.994.010,17.608.117.006,44.400.000,164.000.000,16503994010.0,17608117006.0,44400000.0,164000000.0
"Lĩnh vực sản xuất, thương mại các sản phẩm nông nghiệp, vật tư kỹ thuật nông nghiệp","Lĩnh vực sản xuất, thương mại các sản phẩm nông nghiệp, vật tư kỹ thuật nông nghiệp","Lĩnh vực sản xuất, thương mại các sản phẩm nông nghiệp, vật tư kỹ thuật nông nghiệp",157.876.028.312,162.510.673.981,93.755.912.758,26.702.712.691,157876028312.0,162510673981.0,93755912758.0,26702712691.0
"Lĩnh vực sản xuất, kinh doanh thuốc và thiết bị y tế","Lĩnh vực sản xuất, kinh doanh thuốc và thiết bị y tế","Lĩnh vực sản xuất, kinh doanh thuốc và thiết bị y tế",178.960.231.652,185.397.788.755,13.618.844.459,12.292.616.161,178960231652.0,185397788755.0,13618844459.0,12292616161.0
,,,353.340.253.974,365.516.579.742,107.419.157.217,39.159.328.852,353340253974.0,365516579742.0,107419157217.0,39159328852.0
