row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,20.911.752.017,18.921.768.760,20911752017.0,18921768760.0
- Tài sản thừa chờ giải quyết,- Tài sản thừa chờ giải quyết,- Tài sản thừa chờ giải quyết,172.739.856,-,172739856.0,
"- BHXH, BHYT, BHTN, KPCĐ","- BHXH, BHYT, BHTN, KPCĐ","- BHXH, BHYT, BHTN, KPCĐ",1.529.531.840,866.660.583,1529531840.0,866660583.0
- Phải trả khoản nhận hợp tác kinh doanh,- Phải trả khoản nhận hợp tác kinh doanh,- Phải trả khoản nhận hợp tác kinh doanh,2.030.000.000,15.553.124.999,2030000000.0,15553124999.0
"- Nhận ký kỹ, kỹ cược ngắn hạn","- Nhận ký kỹ, kỹ cược ngắn hạn","- Nhận ký kỹ, kỹ cược ngắn hạn",14.832.005.400,-,14832005400.0,
- Phải trả khác,- Phải trả khác,- Phải trả khác,2.347.474.921,2.501.983.178,2347474921.0,2501983178.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,9.446.929.821,4.481.355.796,9446929821.0,4481355796.0
"- Nhận ký quỹ, ký cược dài hạn","- Nhận ký quỹ, ký cược dài hạn","- Nhận ký quỹ, ký cược dài hạn",6.109.391.715,135.132.000,6109391715.0,135132000.0
"- Các khoản phải trả, phải nộp khác","- Các khoản phải trả, phải nộp khác","- Các khoản phải trả, phải nộp khác",3.337.538.106,4.346.223.796,3337538106.0,4346223796.0
Cộng,Cộng,Cộng,30.358.681.838,23.403.124.556,30358681838.0,23403124556.0
