row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A - TÀI SẢN NGẮN HẠN,A - TÀI SẢN NGẮN HẠN,A - TÀI SẢN NGẮN HẠN,100,,2.298.900.738.968,3.322.357.466.721,100.0,,2298900738968.0,3322357466721.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,5,47.232.054.588,739.123.566.937,110.0,5.0,47232054588.0,739123566937.0
1. Tiền,1. Tiền,1. Tiền,111,,43.732.054.588,270.326.566.937,111.0,,43732054588.0,270326566937.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,3.500.000.000,468.797.000.000,112.0,,3500000000.0,468797000000.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,6,1.227.245.102.236,1.699.525.042.616,120.0,6.0,1227245102236.0,1699525042616.0
1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,121,,223.638.003.610,394.872.766.538,121.0,,223638003610.0,394872766538.0
2. Dự phòng giảm giá chứng khoán kinh doanh,2. Dự phòng giảm giá chứng khoán kinh doanh,2. Dự phòng giảm giá chứng khoán kinh doanh,122,,(13.089.677.452),-,122.0,,-13089677452.0,
3. Đầu tư nằm giữ đến ngày đáo hạn,3. Đầu tư nằm giữ đến ngày đáo hạn,3. Đầu tư nằm giữ đến ngày đáo hạn,123,,1.016.696.776.078,1.304.652.276.078,123.0,,1016696776078.0,1304652276078.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,700.263.184.361,469.680.384.680,130.0,,700263184361.0,469680384680.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,7,646.345.653.860,337.808.113.673,131.0,7.0,646345653860.0,337808113673.0
