row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,,74.803.832.487,54.977.779.413,132.0,,74803832487.0,54977779413.0
3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,135,,-,58.584.937.500,135.0,,,58584937500.0
4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,136,8,44.257.064.854,80.360.482.828,136.0,8.0,44257064854.0,80360482828.0
5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,137,9,(65.617.702.921),(62.071.149.399),137.0,9.0,-65617702921.0,-62071149399.0
6. Tài sản thiếu chờ xử lý,6. Tài sản thiếu chờ xử lý,6. Tài sản thiếu chờ xử lý,139,,474.336.081,20.220.665,139.0,,474336081.0,20220665.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,10,299.409.105.580,384.239.284.815,140.0,10.0,299409105580.0,384239284815.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,305.102.274.229,392.173.033.138,141.0,,305102274229.0,392173033138.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,(5.693.168.649),(7.933.748.323),149.0,,-5693168649.0,-7933748323.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,24.751.292.203,29.789.187.673,150.0,,24751292203.0,29789187673.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,15,3.569.315.183,5.631.979.253,151.0,15.0,3569315183.0,5631979253.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,19.358.177.212,22.638.142.761,152.0,,19358177212.0,22638142761.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,,1.823.799.808,1.519.065.659,153.0,,1823799808.0,1519065659.0
B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,200,,2.040.422.570.775,1.078.180.771.818,200.0,,2040422570775.0,1078180771818.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,6.261.870.115,11.829.863.743,210.0,,6261870115.0,11829863743.0
1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,211,,-,10.371.628.743,211.0,,,10371628743.0
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,8,6.261.870.115,1.458.235.000,216.0,8.0,6261870115.0,1458235000.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,339.351.366.323,351.124.668.203,220.0,,339351366323.0,351124668203.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,11,232.978.489.726,289.570.811.786,221.0,11.0,232978489726.0,289570811786.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,602.956.689.187,647.407.547.563,222.0,,602956689187.0,647407547563.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(369.978.199.461),(357.836.735.777),223.0,,-369978199461.0,-357836735777.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,12,106.372.876.597,61.553.856.417,227.0,12.0,106372876597.0,61553856417.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,108.359.379.145,64.490.699.145,228.0,,108359379145.0,64490699145.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(1.986.502.548),(2.936.842.728),229.0,,-1986502548.0,-2936842728.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,13,13.988.887.651,14.391.911.539,230.0,13.0,13988887651.0,14391911539.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,15.781.667.712,15.781.667.712,231.0,,15781667712.0,15781667712.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,232,,(1.792.780.061),(1.389.756.173),232.0,,-1792780061.0,-1389756173.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,14,71.107.152.461,16.392.342.011,240.0,14.0,71107152461.0,16392342011.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,3.418.123.704,3.306.981.265,241.0,,3418123704.0,3306981265.0
2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,242,,67.689.028.757,13.085.360.746,242.0,,67689028757.0,13085360746.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,6,1.420.971.815.673,450.846.960.000,250.0,6.0,1420971815673.0,450846960000.0
"1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết",252,,787.805.635.673,402.544.780.000,252.0,,787805635673.0,402544780000.0
2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,253,,3.302.180.000,3.302.180.000,253.0,,3302180000.0,3302180000.0
3. Đầu tư nằm giữ đến ngày đáo hạn,3. Đầu tư nằm giữ đến ngày đáo hạn,3. Đầu tư nằm giữ đến ngày đáo hạn,255,,629.864.000.000,45.000.000.000,255.0,,629864000000.0,45000000000.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,19.524.340.854,41.921.261.159,260.0,,19524340854.0,41921261159.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,15,17.374.212.797,38.463.549.738,261.0,15.0,17374212797.0,38463549738.0
2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,,2.150.128.057,3.457.711.421,262.0,,2150128057.0,3457711421.0
VII. Lợi thế thương mại,VII. Lợi thế thương mại,VII. Lợi thế thương mại,269,,169.217.137.698,191.673.765.163,269.0,,169217137698.0,191673765163.0
TỔNG CỘNG TÀI SẢN (270=100+200),TỔNG CỘNG TÀI SẢN (270=100+200),TỔNG CỘNG TÀI SẢN (270=100+200),270,,4.339.323.309.743,4.400.538.238.539,270.0,,4339323309743.0,4400538238539.0
