row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,Trong kỳ > Tăng,Trong kỳ > Giảm,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ,numeric__Trong kỳ > Tăng,numeric__Trong kỳ > Giảm,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ
,,,VND,VND,VND,VND,VND,VND,,,,,,
- Vay tố chức khác,- Vay tố chức khác,- Vay tố chức khác,7.047.400.000,7.047.400.000,8.512.488.868,3.257.288.570,1.792.199.702,1.792.199.702,7047400000.0,7047400000.0,8512488868.0,3257288570.0,1792199702.0,1792199702.0
- Đối tượng khác,- Đối tượng khác,- Đối tượng khác,-,-,-,-,-,-,,,,,,
- Vay dài hạn đến hạn trả,- Đối tượng khác > - Vay dài hạn đến hạn trả,- Vay dài hạn đến hạn trả,7.047.400.000,7.047.400.000,8.512.488.868,3.257.288.570,1.792.199.702,1.792.199.702,7047400000.0,7047400000.0,8512488868.0,3257288570.0,1792199702.0,1792199702.0
+ Nợ dài hạn đến hạn trả - Ngân hàng VPBank Trung Hoà Nhân Chính,- Đối tượng khác > + Nợ dài hạn đến hạn trả - Ngân hàng VPBank Trung Hoà Nhân Chính,+ Nợ dài hạn đến hạn trả - Ngân hàng VPBank Trung Hoà Nhân Chính,608.600.000,608.600.000,608.600.000,608.600.000,608.600.000,608.600.000,608600000.0,608600000.0,608600000.0,608600000.0,608600000.0,608600000.0
+ Nợ dài hạn đến hạn trả - Ngân hàng TMCP Ngoại thương - CN Cần Thơ,- Đối tượng khác > + Nợ dài hạn đến hạn trả - Ngân hàng TMCP Ngoại thương - CN Cần Thơ,+ Nợ dài hạn đến hạn trả - Ngân hàng TMCP Ngoại thương - CN Cần Thơ,6.438.800.000,6.438.800.000,6.438.800.000,-,-,-,6438800000.0,6438800000.0,6438800000.0,,,
+ Nợ dài hạn đến hạn trả đối tượng khác (DCL không thuyết minh chi tiết),- Đối tượng khác > + Nợ dài hạn đến hạn trả đối tượng khác (DCL không thuyết minh chi tiết),+ Nợ dài hạn đến hạn trả đối tượng khác (DCL không thuyết minh chi tiết),-,-,1.465.088.868,2.648.688.570,1.183.599.702,1.183.599.702,,,1465088868.0,2648688570.0,1183599702.0,1183599702.0
b) Vay trung và dài hạn (ii),- Đối tượng khác > b) Vay trung và dài hạn (ii),b) Vay trung và dài hạn (ii),23.636.478.535,23.636.478.535,34.717.330.199,15.578.151.069,4.497.299.405,4.497.299.405,23636478535.0,23636478535.0,34717330199.0,15578151069.0,4497299405.0,4497299405.0
- Vay trung hạn TMCP Đầu tư và Phát triển Việt Nam - CN Vĩnh Long,- Đối tượng khác > - Vay trung hạn TMCP Đầu tư và Phát triển Việt Nam - CN Vĩnh Long,- Vay trung hạn TMCP Đầu tư và Phát triển Việt Nam - CN Vĩnh Long,-,-,708.500.464,1.076.667.259,368.166.795,368.166.795,,,708500464.0,1076667259.0,368166795.0,368166795.0
- Vay trung hạn Ngân hàng Shinhan,- Đối tượng khác > - Vay trung hạn Ngân hàng Shinhan,- Vay trung hạn Ngân hàng Shinhan,-,-,3.160.051.200,5.159.083.810,1.999.032.610,1.999.032.610,,,3160051200.0,5159083810.0,1999032610.0,1999032610.0
- Ngân hàng TMCP Ngoại thương - CN Cần Thơ,- Đối tượng khác > - Ngân hàng TMCP Ngoại thương - CN Cần Thơ,- Ngân hàng TMCP Ngoại thương - CN Cần Thơ,22.114.978.535,22.114.978.535,30.848.778.535,8.733.800.000,-,-,22114978535.0,22114978535.0,30848778535.0,8733800000.0,,
- Ngân hàng VPBank Trung Hoà Nhân Chính,- Đối tượng khác > - Ngân hàng VPBank Trung Hoà Nhân Chính,- Ngân hàng VPBank Trung Hoà Nhân Chính,1.521.500.000,1.521.500.000,-,608.600.000,2.130.100.000,2.130.100.000,1521500000.0,1521500000.0,,608600000.0,2130100000.0,2130100000.0
