row_label_raw,row_label_full,col_0,Số cuối năm,Số phải nộp trong kỳ,Số đã thực nộp trong kỳ,Số đầu năm,numeric__Số cuối năm,numeric__Số phải nộp trong kỳ,numeric__Số đã thực nộp trong kỳ,numeric__Số đầu năm
,,,VND,VND,VND,VND,,,,
a) Phải nộp,a) Phải nộp,a) Phải nộp,45.978.550.165,159.001.901.046,164.985.860.071,51.962.509.190,45978550165.0,159001901046.0,164985860071.0,51962509190.0
- Thuế GTGT,- Thuế GTGT,- Thuế GTGT,1.124.942.176,99.530.764.165,99.735.303.943,1.329.481.954,1124942176.0,99530764165.0,99735303943.0,1329481954.0
"- Thuế xuất, nhập khẩu","- Thuế xuất, nhập khẩu","- Thuế xuất, nhập khẩu",-,95.008.971,95.008.971,-,,95008971.0,95008971.0,
- Thuế TNDN,- Thuế TNDN,- Thuế TNDN,43.860.291.413,50.702.687.867,57.084.994.946,50.242.598.492,43860291413.0,50702687867.0,57084994946.0,50242598492.0
- Thuế thu nhập cá nhân,- Thuế thu nhập cá nhân,- Thuế thu nhập cá nhân,905.381.067,6.340.145.909,5.825.193.586,390.428.744,905381067.0,6340145909.0,5825193586.0,390428744.0
"- Tiền thuê đất, tiền nhà đất","- Tiền thuê đất, tiền nhà đất","- Tiền thuê đất, tiền nhà đất",-,1.989.448.342,1.989.448.342,-,,1989448342.0,1989448342.0,
"-Các loại thuế, phí khác","-Các loại thuế, phí khác","-Các loại thuế, phí khác",87.935.509,343.845.792,255.910.283,-,87935509.0,343845792.0,255910283.0,
Cộng,Cộng,Cộng,45.978.550.165,159.001.901.046,164.985.860.071,51.962.509.190,45978550165.0,159001901046.0,164985860071.0,51962509190.0
