row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,,2.489.445.411.633,1.723.481.698.562,1.0,,2489445411633.0,1723481698562.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,66.691.641.109,16.808.489.362,2.0,,66691641109.0,16808489362.0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,24,2.422.753.770.524,1.706.673.209.200,10.0,24.0,2422753770524.0,1706673209200.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,25,1.986.528.301.662,1.382.746.904.911,11.0,25.0,1986528301662.0,1382746904911.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),20,,436.225.468.862,323.926.304.289,20.0,,436225468862.0,323926304289.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,27,231.938.046.869,305.448.241.262,21.0,27.0,231938046869.0,305448241262.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,28,73.951.049.222,33.322.585.273,22.0,28.0,73951049222.0,33322585273.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,50.935.974.764,25.726.718.590,23.0,,50935974764.0,25726718590.0
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,29,255.834.291.738,129.429.228.851,25.0,29.0,255834291738.0,129429228851.0
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,29,142.783.440.459,91.091.251.867,26.0,29.0,142783440459.0,91091251867.0
10. Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},10. Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},10. Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},30,,195.594.734.312,375.531.479.560,30.0,,195594734312.0,375531479560.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,,2.048.879.162,6.020.990.818,31.0,,2048879162.0,6020990818.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,,1.909.801.245,1.236.221.252,32.0,,1909801245.0,1236221252.0
13. Lợi nhuận khác (40 = 31 - 32),13. Lợi nhuận khác (40 = 31 - 32),13. Lợi nhuận khác (40 = 31 - 32),40,,139.077.917,4.784.769.566,40.0,,139077917.0,4784769566.0
14. Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),14. Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),14. Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,195.733.812.229,380.316.249.126,50.0,,195733812229.0,380316249126.0
15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,51,30,50.742.089.318,74.632.140.171,51.0,30.0,50742089318.0,74632140171.0
16. Chi phí thuế TNDN hoãn lại,16. Chi phí thuế TNDN hoãn lại,16. Chi phí thuế TNDN hoãn lại,52,,1.307.583.364,(30.579.981),52.0,,1307583364.0,-30579981.0
17. Lợi nhuận sau thuế thu nhập doanh nghiệp (60 = 50 - 51 - 52),17. Lợi nhuận sau thuế thu nhập doanh nghiệp (60 = 50 - 51 - 52),17. Lợi nhuận sau thuế thu nhập doanh nghiệp (60 = 50 - 51 - 52),60,,143.684.139.547,305.714.688.936,60.0,,143684139547.0,305714688936.0
18. Lợi nhuận sau thuế của công ty mẹ,18. Lợi nhuận sau thuế của công ty mẹ,18. Lợi nhuận sau thuế của công ty mẹ,61,,112.029.561.244,245.265.052.084,61.0,,112029561244.0,245265052084.0
19. Lợi nhuận sau thuế của cổ đông không kiểm soát,19. Lợi nhuận sau thuế của cổ đông không kiểm soát,19. Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,31.654.578.303,60.449.636.852,62.0,,31654578303.0,60449636852.0
20. Lãi cơ bản trên cổ phiếu,20. Lãi cơ bản trên cổ phiếu,20. Lãi cơ bản trên cổ phiếu,70,31,591,1.693,70.0,31.0,591.0,1693.0
21. Lãi suy giảm trên cổ phiếu,21. Lãi suy giảm trên cổ phiếu,21. Lãi suy giảm trên cổ phiếu,71,31,-,1.648,71.0,31.0,,1648.0
