row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị có thể thu hồi,Số đầu năm > Giá gốc,Số đầu năm > Giá trị có thể thu hồi,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị có thể thu hồi,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị có thể thu hồi
,,,VND,VND,VND,VND,,,,
1/Phải thu khách hàng,1/Phải thu khách hàng,1/Phải thu khách hàng,68.944.579.316,16.078.768.542,86.385.612.532,34.925.009.874,68944579316.0,16078768542.0,86385612532.0,34925009874.0
Khách hàng của Công ty CP Tập đoàn F.I.T - Công ty Mệ,Khách hàng của Công ty CP Tập đoàn F.I.T - Công ty Mệ,Khách hàng của Công ty CP Tập đoàn F.I.T - Công ty Mệ,99.436.958,-,99.436.958,-,99436958.0,,99436958.0,
Khách hàng của Công ty Cổ phần VTKT Nông nghiệp Cần Thơ (Hợp nhất),Khách hàng của Công ty Cổ phần VTKT Nông nghiệp Cần Thơ (Hợp nhất),Khách hàng của Công ty Cổ phần VTKT Nông nghiệp Cần Thơ (Hợp nhất),13.019.183.604,4.178.636.145,32.250.293.663,14.576.360.520,13019183604.0,4178636145.0,32250293663.0,14576360520.0
Khách hàng của Công ty CP Dược phẩm Cửu Long (Hợp nhất),Khách hàng của Công ty CP Dược phẩm Cửu Long (Hợp nhất),Khách hàng của Công ty CP Dược phẩm Cửu Long (Hợp nhất),55.825.958.754,11.900.132.397,54.035.881.911,20.348.649.354,55825958754.0,11900132397.0,54035881911.0,20348649354.0
2/Phải thu khác,2/Phải thu khác,2/Phải thu khác,10.434.250.458,2.014.372.568,10.455.994.763,4.141.190.554,10434250458.0,2014372568.0,10455994763.0,4141190554.0
Khách hàng của Công ty CP tập đoàn F.I.T - Công ty Mệ,Khách hàng của Công ty CP tập đoàn F.I.T - Công ty Mệ,Khách hàng của Công ty CP tập đoàn F.I.T - Công ty Mệ,1.490.756.847,252.441.266,1.490.756.847,615.521.231,1490756847.0,252441266.0,1490756847.0,615521231.0
Khách hàng của Công ty Cổ phần VTKT Nông nghiệp Cần Thơ (Hợp nhất),Khách hàng của Công ty Cổ phần VTKT Nông nghiệp Cần Thơ (Hợp nhất),Khách hàng của Công ty Cổ phần VTKT Nông nghiệp Cần Thơ (Hợp nhất),3.500.000.000,1.750.000.000,3.500.000.000,3.500.000.000,3500000000.0,1750000000.0,3500000000.0,3500000000.0
Khách hàng của Công ty CP Dược phẩm Cửu Long (Hợp nhất),Khách hàng của Công ty CP Dược phẩm Cửu Long (Hợp nhất),Khách hàng của Công ty CP Dược phẩm Cửu Long (Hợp nhất),5.443.493.611,11.931.302,5.465.237.916,25.669.323,5443493611.0,11931302.0,5465237916.0,25669323.0
3/Trả trước cho người bán,3/Trả trước cho người bán,3/Trả trước cho người bán,4.332.014.257,-,4.332.014.257,36.271.725,4332014257.0,,4332014257.0,36271725.0
Khách hàng của Công ty CP tập đoàn F.I.T - Công ty Mệ,Khách hàng của Công ty CP tập đoàn F.I.T - Công ty Mệ,Khách hàng của Công ty CP tập đoàn F.I.T - Công ty Mệ,3.784.694.120,-,3.784.694.120,-,3784694120.0,,3784694120.0,
Khách hàng của Công ty CP Dược phẩm Cửu Long (Hợp nhất),Khách hàng của Công ty CP Dược phẩm Cửu Long (Hợp nhất),Khách hàng của Công ty CP Dược phẩm Cửu Long (Hợp nhất),547.320.137,-,547.320.137,36.271.725,547320137.0,,547320137.0,36271725.0
Cộng,Cộng,Cộng,83.710.844.031,18.093.141.110,101.173.621.552,39.102.472.153,83710844031.0,18093141110.0,101173621552.0,39102472153.0
