row_label_raw,row_label_full,col_0,Chi phí sửa chữa văn phòng VND,Công cụ và dụng cụ VND,Chi phí khác VND,Tổng cộng VND,numeric__Chi phí sửa chữa văn phòng VND,numeric__Công cụ và dụng cụ VND,numeric__Chi phí khác VND,numeric__Tổng cộng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,1.348.046.386,372.354.833,21.363.648,1.741.764.867,1348046386.0,372354833.0,21363648.0,1741764867.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,4.462.366.036,2.094.857.536,6.557.223.572,,4462366036.0,2094857536.0,6557223572.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(1.348.046.386),-,(76.100.411),(1.424.146.797),-1348046386.0,,-76100411.0,-1424146797.0
Khác,Khác,Khác,-,(372.354.833),(21.363.648),(393.718.481),,-372354833.0,-21363648.0,-393718481.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,-,4.462.366.036,2.018.757.125,6.481.123.161,,4462366036.0,2018757125.0,6481123161.0
