row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2017 > Số phải thu VND > 11.369.174,1/1/2017 > Số phải nộp VND > -,Biến động trong năm > Số phải nộp trong năm VND > 8.922.612.902,Biến động trong năm > Số đã nộp/bù trừ với thuế phải thu trong năm VND > (8.922.612.902),31/12/2017 > Số phải thu VND > 11.369.174,31/12/2017 > Số phải nộp VND > -,numeric__1/1/2017 > Số phải thu VND > 11.369.174,numeric__1/1/2017 > Số phải nộp VND > -,numeric__Biến động trong năm > Số phải nộp trong năm VND > 8.922.612.902,numeric__Biến động trong năm > Số đã nộp/bù trừ với thuế phải thu trong năm VND > (8.922.612.902),numeric__31/12/2017 > Số phải thu VND > 11.369.174,numeric__31/12/2017 > Số phải nộp VND > -
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,195.661.736,3.189.043,1.243.496.173,(558.939.990),-,492.083.490,195661736.0,3189043.0,1243496173.0,-558939990.0,,492083490.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,8.265.459.752,-,(23.357.879.105),15.092.419.353,-,,8265459752.0,,-23357879105.0,15092419353.0,
Tiền thuê đất,Tiền thuê đất,Tiền thuê đất,-,-,535.044.239,(535.044.239),-,-,,,535044239.0,-535044239.0,,
Thuế khác,Thuế khác,Thuế khác,-,-,114.940.000,(12.000.000),-,102.940.000,,,114940000.0,-12000000.0,,102940000.0
,,,207.030.910,8.268.648.795,10.816.093.314,(33.386.476.236),15.103.788.527,595.023.490,207030910.0,8268648795.0,10816093314.0,-33386476236.0,15103788527.0,595023490.0
