row_label_raw,row_label_full,col_0,Máy mócvà thiết bịVND,Phương tiệnvận chuyểnVND,Thiết bịvăn phòngVND,Tổng cộngVND,numeric__Máy mócvà thiết bịVND,numeric__Phương tiệnvận chuyểnVND,numeric__Thiết bịvăn phòngVND,numeric__Tổng cộngVND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,4.461.631.355,41.803.790.030,17.697.704.619,63.963.126.004,4461631355.0,41803790030.0,17697704619.0,63963126004.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,-,-,5.245.364.137,5.245.364.137,,,5245364137.0,5245364137.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,4.461.631.355,41.803.790.030,22.943.068.756,69.208.490.141,4461631355.0,41803790030.0,22943068756.0,69208490141.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,1.934.611.422,18.968.742.075,14.430.299.150,35.333.652.647,1934611422.0,18968742075.0,14430299150.0,35333652647.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,783.960.519,5.381.214.407,1.596.057.473,7.761.232.399,783960519.0,5381214407.0,1596057473.0,7761232399.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,2.718.571.941,24.349.956.482,16.026.356.623,43.094.885.046,2718571941.0,24349956482.0,16026356623.0,43094885046.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,2.527.019.933,22.835.047.955,3.267.405.469,28.629.473.357,2527019933.0,22835047955.0,3267405469.0,28629473357.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,1.743.059.414,17.453.833.548,6.916.712.133,26.113.605.095,1743059414.0,17453833548.0,6916712133.0,26113605095.0
