row_label_raw,row_label_full,col_0,Quyềnsử dụng đấtVND,Phần mềmmáy vi tínhVND,Tổng cộngVND,numeric__Quyềnsử dụng đấtVND,numeric__Phần mềmmáy vi tínhVND,numeric__Tổng cộngVND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,28.755.408.500,3.017.688.140,31.773.096.640,28755408500.0,3017688140.0,31773096640.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,-,196.210.000,196.210.000,,196210000.0,196210000.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,28.755.408.500,3.213.898.140,31.969.306.640,28755408500.0,3213898140.0,31969306640.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,-,2.373.493.696,2.373.493.696,,2373493696.0,2373493696.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,-,226.046.035,226.046.035,,226046035.0,226046035.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,-,2.599.539.731,2.599.539.731,,2599539731.0,2599539731.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,28.755.408.500,644.194.444,29.399.602.944,28755408500.0,644194444.0,29399602944.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,28.755.408.500,614.358.409,29.369.766.909,28755408500.0,614358409.0,29369766909.0
