row_label_raw,row_label_full,Ngày 31 tháng 12 năm 2017,Giá trị ghi số Triệu VND > Ngày 31 tháng 12 năm 2017,Dòng tiền theo hợp đồng Triệu VND > Ngày 31 tháng 12 năm 2017,Trong 1 năm Triệu VND > Ngày 31 tháng 12 năm 2017,numeric__Giá trị ghi số Triệu VND > Ngày 31 tháng 12 năm 2017,numeric__Dòng tiền theo hợp đồng Triệu VND > Ngày 31 tháng 12 năm 2017,numeric__Trong 1 năm Triệu VND > Ngày 31 tháng 12 năm 2017
Phải trả người bán và phải trả ngắn hạn khác,Phải trả người bán và phải trả ngắn hạn khác,Phải trả người bán và phải trả ngắn hạn khác,31.931,31.931,31.931,31931.0,31931.0,31931.0
Ngày 1 tháng 1 năm 2017,Ngày 1 tháng 1 năm 2017,Ngày 1 tháng 1 năm 2017,Ngày 1 tháng 1 năm 2017,Ngày 1 tháng 1 năm 2017,Ngày 1 tháng 1 năm 2017,,,
Phải trả người bán và phải trả ngắn hạn khác,Ngày 1 tháng 1 năm 2017 > Phải trả người bán và phải trả ngắn hạn khác,Phải trả người bán và phải trả ngắn hạn khác,7.409,7.409,7.409,7409.0,7409.0,7409.0
