row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,Năm 2018,Năm 2017,numeric__Thuyết minh,numeric__Năm 2018,numeric__Năm 2017
LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
01. Tăng vốn cổ phần từ góp vốn và hoặc phát hành cổ phiếu,01. Tăng vốn cổ phần từ góp vốn và hoặc phát hành cổ phiếu,01. Tăng vốn cổ phần từ góp vốn và hoặc phát hành cổ phiếu,,-,-,,,
02. Tiền thu từ phát hành giấy tờ có giá dài hạn du điều kiện tinh vào vốn tự có và các khoản vốn vay dài hạn khác,02. Tiền thu từ phát hành giấy tờ có giá dài hạn du điều kiện tinh vào vốn tự có và các khoản vốn vay dài hạn khác,02. Tiền thu từ phát hành giấy tờ có giá dài hạn du điều kiện tinh vào vốn tự có và các khoản vốn vay dài hạn khác,,-,-,,,
03. Tiền chỉ thanh toán giấy tờ có giá dài hạn đủ điều kiện tinh vào vốn tự có và các khoản vốn vay dài hạn khác,03. Tiền chỉ thanh toán giấy tờ có giá dài hạn đủ điều kiện tinh vào vốn tự có và các khoản vốn vay dài hạn khác,03. Tiền chỉ thanh toán giấy tờ có giá dài hạn đủ điều kiện tinh vào vốn tự có và các khoản vốn vay dài hạn khác,,-,-,,,
"04. Cổ tức trả cho cổ đông, lợi nhuận đã chia","04. Cổ tức trả cho cổ đông, lợi nhuận đã chia","04. Cổ tức trả cho cổ đông, lợi nhuận đã chia",,-,-,,,
05. Tiền chỉ ra mua cổ phiếu quỹ,05. Tiền chỉ ra mua cổ phiếu quỹ,05. Tiền chỉ ra mua cổ phiếu quỹ,,-,-,,,
06. Tiền thu được do bán cổ phiếu quỹ,06. Tiền thu được do bán cổ phiếu quỹ,06. Tiền thu được do bán cổ phiếu quỹ,,-,-,,,
III. Lưu chuyển tiền từ hoạt động tài chính,III. Lưu chuyển tiền từ hoạt động tài chính,III. Lưu chuyển tiền từ hoạt động tài chính,,-,-,,,
IV. Lưu chuyển tiền thuần trong kỳ,III. Lưu chuyển tiền từ hoạt động tài chính > IV. Lưu chuyển tiền thuần trong kỳ,IV. Lưu chuyển tiền thuần trong kỳ,,(2.812.984),267.305,,-2812984.0,267305.0
V. Tiền và các khoản tương đương tiền đầu kỳ,III. Lưu chuyển tiền từ hoạt động tài chính > V. Tiền và các khoản tương đương tiền đầu kỳ,V. Tiền và các khoản tương đương tiền đầu kỳ,,11.344.120,11.076.815,,11344120.0,11076815.0
VI. Điều chỉnh của ảnh hưởng thay đổi tỷ giá,VI. Điều chỉnh của ảnh hưởng thay đổi tỷ giá,VI. Điều chỉnh của ảnh hưởng thay đổi tỷ giá,,-,-,,,
VII. Tiền và các khoản tương đương tiền cuối kỳ,VI. Điều chỉnh của ảnh hưởng thay đổi tỷ giá > VII. Tiền và các khoản tương đương tiền cuối kỳ,VII. Tiền và các khoản tương đương tiền cuối kỳ,VII.25,8.531.136,11.344.120,,8531136.0,11344120.0
