row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Số dư thư tin dụng (LC) phải trả ngân hàng (i),Ngắn hạn > Số dư thư tin dụng (LC) phải trả ngân hàng (i),Số dư thư tin dụng (LC) phải trả ngân hàng (i),989.349.439.612,852.314.359.852,989349439612.0,852314359852.0
Nhận ký quỹ và ký cược ngắn hạn (ii),Ngắn hạn > Nhận ký quỹ và ký cược ngắn hạn (ii),Nhận ký quỹ và ký cược ngắn hạn (ii),161.093.730.237,40.466.662.975,161093730237.0,40466662975.0
Nhận đặt cọc thực hiện dự án tại số 10 Trần,Ngắn hạn > Nhận đặt cọc thực hiện dự án tại số 10 Trần,Nhận đặt cọc thực hiện dự án tại số 10 Trần,20.000.000.000,20.000.000.000,20000000000.0,20000000000.0
Nguyên Hân - Hà Nội,Ngắn hạn > Nguyên Hân - Hà Nội,Nguyên Hân - Hà Nội,12.923.680.870,12.746.296.631,12923680870.0,12746296631.0
"Chi phí lãi vay, lãi ký quỹ","Ngắn hạn > Chi phí lãi vay, lãi ký quỹ","Chi phí lãi vay, lãi ký quỹ",3.490.775.000,-,3490775000.0,
Trợ cấp thời việc và hỗ trợ tìm việc làm cho người lao động,Ngắn hạn > Trợ cấp thời việc và hỗ trợ tìm việc làm cho người lao động,Trợ cấp thời việc và hỗ trợ tìm việc làm cho người lao động,4.951.388.162,2.709.930.444,4951388162.0,2709930444.0
"Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác",,,,
TỔNG CỘNG,"Các khoản phải trả, phải nộp khác > TỔNG CỘNG",TỔNG CỘNG,1.191.809.013.881,928.237.249.902,1191809013881.0,928237249902.0
Dải hạn,Dải hạn,Dải hạn,Dải hạn,Dải hạn,,
"Nhận ký quỹ, ký cược","Dải hạn > Nhận ký quỹ, ký cược","Nhận ký quỹ, ký cược",20.096.032.766,518.792.794.209,20096032766.0,518792794209.0
TỔNG CỘNG,Dải hạn > TỔNG CỘNG,TỔNG CỘNG,20.096.032.766,518.792.794.209,20096032766.0,518792794209.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả các bên liên quan (Thuyết minh số 30),Trong đó: > Phải trả các bên liên quan (Thuyết minh số 30),Phải trả các bên liên quan (Thuyết minh số 30),176.031.085.377,554.906.715.336,176031085377.0,554906715336.0
Phải trả các bên khác,Trong đó: > Phải trả các bên khác,Phải trả các bên khác,1.035.873.961.270,892.123.328.775,1035873961270.0,892123328775.0
