row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Đơn vị tính: VND > Số đầu năm > Giá trị,Đơn vị tính: VND > Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Đơn vị tính: VND > Số đầu năm > Giá trị,numeric__Đơn vị tính: VND > Số đầu năm > Dự phòng
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,,,
Cộng ty Cổ phầnVật tư và Xây dựng Hà Nội Phải thu về cho vay ngắn hạn từ các bên liên quan (Thuyết minh số 30) (*),Ngắn hạn > Cộng ty Cổ phầnVật tư và Xây dựng Hà Nội Phải thu về cho vay ngắn hạn từ các bên liên quan (Thuyết minh số 30) (*),Cộng ty Cổ phầnVật tư và Xây dựng Hà Nội Phải thu về cho vay ngắn hạn từ các bên liên quan (Thuyết minh số 30) (*),4.000.000.000,(4.000.000.000),4.000.000.000,(4.000.000.000),4000000000.0,-4000000000.0,4000000000.0,-4000000000.0
Cộng ty Cổ phầnVật tư và Xây dựng Hà Nội Phải thu về cho vay ngắn hạn từ các bên liên quan (Thuyết minh số 30) (*),Ngắn hạn > Cộng ty Cổ phầnVật tư và Xây dựng Hà Nội Phải thu về cho vay ngắn hạn từ các bên liên quan (Thuyết minh số 30) (*),Cộng ty Cổ phầnVật tư và Xây dựng Hà Nội Phải thu về cho vay ngắn hạn từ các bên liên quan (Thuyết minh số 30) (*),1.688.079.346.054,-,567.475.000.000,-,1688079346054.0,,567475000000.0,
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,1.692.079.346.054,(4.000.000.000),571.475.000.000,(4.000.000.000),1692079346054.0,-4000000000.0,571475000000.0,-4000000000.0
Dải hạn,Dải hạn,Dải hạn,Dải hạn,Dải hạn,Dải hạn,Dải hạn,,,,
Phải thu về cho vay dài hạn từ các bên liên quan (Thuyết minh số 30) (*),Dải hạn > Phải thu về cho vay dài hạn từ các bên liên quan (Thuyết minh số 30) (*),Phải thu về cho vay dài hạn từ các bên liên quan (Thuyết minh số 30) (*),608.125.000.000,-,700.625.000.000,-,608125000000.0,,700625000000.0,
TỔNG CỘNG,Dải hạn > TỔNG CỘNG,TỔNG CỘNG,608.125.000.000,-,700.625.000.000,-,608125000000.0,,700625000000.0,
