row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,2.971.808.572.556,2.524.351.214.229,2971808572556.0,2524351214229.0
Trong đó:,Trong đó:,Trong đó:,,,,
Doanh thu bán hàng hóa,Trong đó: > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,2.855.392.004.854,2.418.617.577.035,2855392004854.0,2418617577035.0
Doanh thu cung cấp dịch vụ,Trong đó: > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,116.416.567.702,105.733.637.194,116416567702.0,105733637194.0
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(185.249.392),(167.187.000),-185249392.0,-167187000.0
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,2.971.623.323.164,2.524.184.027.229,2971623323164.0,2524184027229.0
Trong đó:,Trong đó:,Trong đó:,,,,
Doanh thu đối với bên khác,Trong đó: > Doanh thu đối với bên khác,Doanh thu đối với bên khác,87.868.771.356,87.670.604.724,87868771356.0,87670604724.0
Doanh thu đối với các bên liên quan,Trong đó: > Doanh thu đối với các bên liên quan,Doanh thu đối với các bên liên quan,2.883.754.551.808,2.436.513.422.505,2883754551808.0,2436513422505.0
(Thuyết minh số 30),(Thuyết minh số 30),(Thuyết minh số 30),,,,
