row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc (VND),Số cuối năm > Giá trị có thể thu hồi (VND),Số đầu năm > Giá gốc (VND),Số đầu năm > Giá trị có thể thu hồi (VND),numeric__Số cuối năm > Giá gốc (VND),numeric__Số cuối năm > Giá trị có thể thu hồi (VND),numeric__Số đầu năm > Giá gốc (VND),numeric__Số đầu năm > Giá trị có thể thu hồi (VND)
Công ty Cổ phần Vật tư và Xây dựng Hà Nội,Công ty Cổ phần Vật tư và Xây dựng Hà Nội,Công ty Cổ phần Vật tư và Xây dựng Hà Nội,7.238.978.500,-,7.238.978.500,-,7238978500.0,,7238978500.0,
Công ty Cổ phần Chế tạo Biến thế và Vật liệu Điện Hà Nội,Công ty Cổ phần Chế tạo Biến thế và Vật liệu Điện Hà Nội,Công ty Cổ phần Chế tạo Biến thế và Vật liệu Điện Hà Nội,5.763.936.875,-,5.763.936.875,-,5763936875.0,,5763936875.0,
Các khoản khác,Các khoản khác,Các khoản khác,1.038.998.822,-,1.498.409.603,-,1038998822.0,,1498409603.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,14.041.914.197,-,14.501.324.978,-,14041914197.0,,14501324978.0,
