row_label_raw,row_label_full,col_0,Thuyết minh,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,Số phát sinh trong năm > Tăng,Số phát sinh trong năm > Giảm,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,numeric__Thuyết minh,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ,numeric__Số phát sinh trong năm > Tăng,numeric__Số phát sinh trong năm > Giảm,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,,,,,,,
Vay ngân hàng,Vay ngắn hạn > Vay ngân hàng,Vay ngân hàng,22.1,179.100.005.576,179.100.005.576,591.856.581.548,(466.121.332.316),304.835.254.808,304.835.254.808,221.0,179100005576.0,179100005576.0,591856581548.0,-466121332316.0,304835254808.0,304835254808.0
Vay tổ chức,Vay ngắn hạn > Vay tổ chức,Vay tổ chức,22.2,-,-,941.762.335.957,(549.978.826.363),391.783.509.594,391.783.509.594,222.0,,,941762335957.0,-549978826363.0,391783509594.0,391783509594.0
Trái phiếu phát hành dài hạn đến hạn trả,Vay ngắn hạn > Trái phiếu phát hành dài hạn đến hạn trả,Trái phiếu phát hành dài hạn đến hạn trả,,696.093.393.481,696.093.393.481,3.906.606.519,(700.000.000.000),-,-,,696093393481.0,696093393481.0,3906606519.0,-700000000000.0,,
Vay các bên liên quan,Vay ngắn hạn > Vay các bên liên quan,Vay các bên liên quan,,37.000.000.000,37.000.000.000,18.000.000.000,(55.000.000.000),-,-,,37000000000.0,37000000000.0,18000000000.0,-55000000000.0,,
TỔNG CỘNG,Vay ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,,912.193.399.057,912.193.399.057,1.555.525.524.024,(1.771.100.158.679),696.618.764.402,696.618.764.402,,912193399057.0,912193399057.0,1555525524024.0,-1771100158679.0,696618764402.0,696618764402.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,,,,,,,
Trái phiếu phát hành,Vay dài hạn > Trái phiếu phát hành,Trái phiếu phát hành,22.3,1.122.880.158.322,1.122.880.158.322,2.585.858.358.767,-,3.708.738.517.089,3.708.738.517.089,223.0,1122880158322.0,1122880158322.0,2585858358767.0,,3708738517089.0,3708738517089.0
TỔNG CỘNG,Vay dài hạn > TỔNG CỘNG,TỔNG CỘNG,,1.122.880.158.322,1.122.880.158.322,2.585.858.358.767,-,3.708.738.517.089,3.708.738.517.089,,1122880158322.0,1122880158322.0,2585858358767.0,,3708738517089.0,3708738517089.0
