row_label_raw,row_label_full,STT,Tên công ty,Tỷ lệ lợi ích,Tỷ lệ biểu quyết,Địa chỉ trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ biểu quyết,numeric__Địa chỉ trụ sở chính,numeric__Hoạt động chính
1,1,1,Công ty Cổ phầnDây cấp Điện Việt Nam (“Cadivi”),"95,82%","95,82%","Số 70-72 Nam Kỳ Khởi Nghĩa, Quận 1, thành phố Hồ Chí Minh",Sản xuất kinh doanh dây và cấp điện,,0.9581999999999999,0.9581999999999999,,
2,2,2,Công ty Cổ phầnChế tạo Điện cơ Hà Nội (“HEM”),"77,01%","77,01%","Km12 đường Cầu Diễn, phường Phúc Diễn, quận Bắc Tử Liêm, thành phố Hà Nội","Sản xuất, chế tạo, kinh doanh động cơ điện và thiết bị điện",,0.7701,0.7701,,
3,3,3,Công ty Cổ phần Thiết bị Điện (“Thibidi”),"89,69%","89,69%","Đường số 9, khu Công nghiệp Biên Hòa 1, tỉnh Đồng Nai","Sản xuất, chế tạo, kinh doanh thiết bị điện",,0.8969,0.8969,,
4,4,4,Công ty Dây đồng Việt Nam CFT (“CFT”),100%,100%,"Đường số 9, khu Công nghiệp Biên Hòa 1, tỉnh Đồng Nai","Sản xuất nguyên liệu chính trong ngành sản xuất dây, cấp điện, dây điện tử và cấp viễn thông",,1.0,1.0,,
5,5,5,Công ty Cổ phần Thiết bị Đo điện EMIC (“Emic”),"74,99%","74,99%","Số 52 Lê Đại Hành, quận Hai Bà Trưng, thành phố Hà Nội","Sản xuất, chế tạo, kinh doanh thiết bị đo điện",,0.7498999999999999,0.7498999999999999,,
