row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,Đơn vị tính: VNDNăm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Đơn vị tính: VNDNăm trước
Công tyGelex Electric,Công tyGelex Electric,Công tyGelex Electric,Công ty con,Cho vay,2.947.671.008.134,1.324.800.000.000,,,2947671008134.0,1324800000000.0
Công tyGelex Electric,Công tyGelex Electric,Công tyGelex Electric,Công ty con,Thu hồi gốc cho vay,2.664.566.662.080,1.781.475.000.000,,,2664566662080.0,1781475000000.0
Công tyGelex Electric,Công tyGelex Electric,Công tyGelex Electric,Công ty con,"Cổ tức, lợi nhuận được chia",427.487.522.000,245.000.000.000,,,427487522000.0,245000000000.0
Công tyGelex Electric,Công tyGelex Electric,Công tyGelex Electric,Công ty con,"Doanh thu cung cấp hàng hóa, dịch vụ",2.050.966.635,450.623.631.059,,,2050966635.0,450623631059.0
Công tyGelex Electric,Công tyGelex Electric,Công tyGelex Electric,Công ty con,Lãi cho vay,57.352.731.750,31.400.465.754,,,57352731750.0,31400465754.0
Công tyGelex Electric,Công tyGelex Electric,Công tyGelex Electric,Công ty con,Lãi đặt cọc mua vật tư phải trả,37.534.246.573,11.241.529.510,,,37534246573.0,11241529510.0
Công tyGelex Electric,Công tyGelex Electric,Công tyGelex Electric,Công ty con,Chuyển nhượng khoản đầu tư,69.285.387.977,-,,,69285387977.0,
Công ty HEM,Công ty HEM,Công ty HEM,Công ty con,"Doanh thu cung cấp hàng hóa, dịch vụ",24.848.225.010,49.737.025.784,,,24848225010.0,49737025784.0
Công ty HEM,Công ty HEM,Công ty HEM,Công ty con,Hoàn trả tiền ký quỹ,40.000.000.000,-,,,40000000000.0,
Công ty Emic,Công ty Emic,Công ty Emic,Công ty con,"Doanh thu cung cấp hàng hóa, dịch vụ",31.098.053.222,37.140.759.134,,,31098053222.0,37140759134.0
Công tyGelex Land,Công tyGelex Land,Công tyGelex Land,Công ty con,Bi vay,18.000.000.000,37.000.000.000,,,18000000000.0,37000000000.0
Công tyGelex Land,Công tyGelex Land,Công tyGelex Land,Công ty con,Trả gốc vay,55.000.000.000,-,,,55000000000.0,
Công tyGelex Land,Công tyGelex Land,Công tyGelex Land,Công ty con,Thu hồi gốc cho vay,-,5.000.000.000,,,,5000000000.0
Công tyGelex Land,Công tyGelex Land,Công tyGelex Land,Công ty con,Doanh thu bán hàng và cung cấp dịch vụ,990.458.655,1.182.830.472,,,990458655.0,1182830472.0
Công tyGelex Land,Công tyGelex Land,Công tyGelex Land,Công ty con,Mua hàng hóa và dịch vụ,-,8.034.399.000,,,,8034399000.0
Công tyGelex Land,Công tyGelex Land,Công tyGelex Land,Công ty con,Lãi đi vay,2.486.465.749,682.849.314,,,2486465749.0,682849314.0
Công tyGelex Land,Công tyGelex Land,Công tyGelex Land,Công ty con,Cổ tức nhận được,6.000.000.000,-,,,6000000000.0,
Công tyGelex NinhThuận,Công tyGelex NinhThuận,Công tyGelex NinhThuận,Công ty con,Thu hồi gốc cho vay,92.500.000.000,-,,,92500000000.0,
Công tyGelex NinhThuận,Công tyGelex NinhThuận,Công tyGelex NinhThuận,Công ty con,Cho vay,-,737.500.000.000,,,,737500000000.0
Công tyGelex NinhThuận,Công tyGelex NinhThuận,Công tyGelex NinhThuận,Công ty con,Lãi cho vay,63.483.164.384,-,,,63483164384.0,
Công ty Cổ phầnViglacera –CTCP,Công ty Cổ phầnViglacera –CTCP,Công ty Cổ phầnViglacera –CTCP,Công ty liên kết của Tập đoàn,Cổ tức nhận được,27.310.360.000,54.827.600.000,,,27310360000.0,54827600000.0
Công ty Cổ phần Cảng Đồng Nai,Công ty Cổ phần Cảng Đồng Nai,Công ty Cổ phần Cảng Đồng Nai,Công ty liên kết tới 30 tháng 6 năm 2020,Cổ tức nhận được,5.625.000.000,6.250.000.000,,,5625000000.0,6250000000.0
Công ty CFT,Công ty CFT,Công ty CFT,Công ty con,"Doanh thu cung cấp hàng hóa, dịch vụ (*)",98.338.758.602,507.490.867,,,98338758602.0,507490867.0
Công ty CFT,Công ty CFT,Công ty CFT,Công ty con,Cổ tức nhận được,21.810.000.000,-,,,21810000000.0,
Công ty CFT,Công ty CFT,Công ty CFT,Công ty con,Lãi bản hàng trả chậm,379.505.321,-,,,379505321.0,
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,"Doanh thu bán hàng hóa, cung cấp dịch vụ",10.037.335.305,4.787.842.974,,,10037335305.0,4787842974.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,Mua hàng hóa và dịch vụ,10.418.250.262,3.122.675.154,,,10418250262.0,3122675154.0
