row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,548.270.259.254,89.286.509.147,548270259254.0,89286509147.0
Thuế TNDN theo thuế suất 20%,Thuế TNDN theo thuế suất 20%,Thuế TNDN theo thuế suất 20%,109.654.051.851,17.857.301.829,109654051851.0,17857301829.0
Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,,
Chi phí lãi vay không được khấu trừ,Các khoản điều chỉnh tăng > Chi phí lãi vay không được khấu trừ,Chi phí lãi vay không được khấu trừ,-,29.862.557.305,,29862557305.0
Chi phí không được khấu trừ khác,Các khoản điều chỉnh tăng > Chi phí không được khấu trừ khác,Chi phí không được khấu trừ khác,2.300.588.783,1.398.338.970,2300588783.0,1398338970.0
Tài sản thuế TNDN hoãn lại về lỗ tinh thuếchưa ghi nhận,Các khoản điều chỉnh tăng > Tài sản thuế TNDN hoãn lại về lỗ tinh thuếchưa ghi nhận,Tài sản thuế TNDN hoãn lại về lỗ tinh thuếchưa ghi nhận,-,1.566.706.204,,1566706204.0
Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,,
"Cổ tức, lợi nhuận được chia","Các khoản điều chỉnh giảm: > Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia",(96.310.147.733),(50.684.904.308),-96310147733.0,-50684904308.0
Chi phí lãi vay thuần bị loại trong năm trướcđược khấu trừ trong năm nay (*),Các khoản điều chỉnh giảm: > Chi phí lãi vay thuần bị loại trong năm trướcđược khấu trừ trong năm nay (*),Chi phí lãi vay thuần bị loại trong năm trướcđược khấu trừ trong năm nay (*),(7.914.065.872),-,-7914065872.0,
Lỗ năm trước chuyển sang (**),Các khoản điều chỉnh giảm: > Lỗ năm trước chuyển sang (**),Lỗ năm trước chuyển sang (**),(7.213.757.821),-,-7213757821.0,
Hoàn nhập dự phòng bảo hành bán hàngtheo biên bản thanh tra thuế,Các khoản điều chỉnh giảm: > Hoàn nhập dự phòng bảo hành bán hàngtheo biên bản thanh tra thuế,Hoàn nhập dự phòng bảo hành bán hàngtheo biên bản thanh tra thuế,(424.787.052),-,-424787052.0,
Hoàn nhập chi phí dự phòng phải thu khóđời không hợp lệ các năm trước,Các khoản điều chỉnh giảm: > Hoàn nhập chi phí dự phòng phải thu khóđời không hợp lệ các năm trước,Hoàn nhập chi phí dự phòng phải thu khóđời không hợp lệ các năm trước,(91.882.156),,-91882156.0,
Chi phí thuế TNDN,Chi phí thuế TNDN,Chi phí thuế TNDN,-,-,,
