row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị hợp lý,Số cuối năm > Dự phòng,Đơn vị tính: VND Số đầu năm > Giá gốc,Đơn vị tính: VND Số đầu năm > Giá trị hợp lý,Đơn vị tính: VND Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị hợp lý,numeric__Số cuối năm > Dự phòng,numeric__Đơn vị tính: VND Số đầu năm > Giá gốc,numeric__Đơn vị tính: VND Số đầu năm > Giá trị hợp lý,numeric__Đơn vị tính: VND Số đầu năm > Dự phòng
Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng (*),Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng (*),Tổng Công ty Cổ phần Đầu tư Phát triển Xây dựng (*),390.897.336.198,415.317.457.000,-,-,-,-,390897336198.0,415317457000.0,,,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,390.897.336.198,415.317.457.000,-,-,-,-,390897336198.0,415317457000.0,,,,
