row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Số có khả năngtrả nợ,Đơn vị tính: VND > Số đầu năm > Giá trị,Đơn vị tính: VND > Số đầu năm > Số có khả năngtrả nợ,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năngtrả nợ,numeric__Đơn vị tính: VND > Số đầu năm > Giá trị,numeric__Đơn vị tính: VND > Số đầu năm > Số có khả năngtrả nợ
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,497.482.033.433,497.482.033.433,72.822.576.676,72.822.576.676,497482033433.0,497482033433.0,72822576676.0,72822576676.0
LS-Nikko Copper Inc. (*),LS-Nikko Copper Inc. (*),LS-Nikko Copper Inc. (*),296.152.600.946,296.152.600.946,-,-,296152600946.0,296152600946.0,,
SOFIA MED,SOFIA MED,SOFIA MED,84.957.736.988,84.957.736.988,15.858.281.029,15.858.281.029,84957736988.0,84957736988.0,15858281029.0,15858281029.0
"Mitsui & Co., Ltd","Mitsui & Co., Ltd","Mitsui & Co., Ltd",57.321.031.338,57.321.031.338,-,-,57321031338.0,57321031338.0,,
Phải trả đối tượng khác,Phải trả đối tượng khác,Phải trả đối tượng khác,59.050.664.161,59.050.664.161,56.964.295.647,56.964.295.647,59050664161.0,59050664161.0,56964295647.0,56964295647.0
Phải trả cho các bên liên quan (Thuyết minh số 30),Phải trả cho các bên liên quan (Thuyết minh số 30),Phải trả cho các bên liên quan (Thuyết minh số 30),138.524.927,138.524.927,7.701.351.632,7.701.351.632,138524927.0,138524927.0,7701351632.0,7701351632.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,497.620.558.360,497.620.558.360,80.523.928.308,80.523.928.308,497620558360.0,497620558360.0,80523928308.0,80523928308.0
