row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Đơn vị tính: VND Số đầu năm,Đơn vị tính: VND Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Đơn vị tính: VND Số đầu năm,numeric__Đơn vị tính: VND Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Hàng mua đang đi đường,Hàng mua đang đi đường,Hàng mua đang đi đường,140.074.731.099,-,28.549.999.870,-,140074731099.0,,28549999870.0,
Hàng hóa,Hàng hóa,Hàng hóa,-,-,820.893.265,-,,,820893265.0,
"Nguyên liệu, vật liệu tồn kho","Nguyên liệu, vật liệu tồn kho","Nguyên liệu, vật liệu tồn kho",-,-,120.719.696,-,,,120719696.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,140.074.731.099,-,29.491.612.831,-,140074731099.0,,29491612831.0,
