row_label_raw,row_label_full,Tại ngày1.1.2019VND,TăngVND,GiảmVND,Tại ngày31.12.2019VND,numeric__TăngVND,numeric__GiảmVND,numeric__Tại ngày31.12.2019VND
463.805.280.193,463.805.280.193,463.805.280.193,968.462.652.239,(932.406.563.908),499.861.368.524,968462652239.0,-932406563908.0,499861368524.0
324.383.851.657,324.383.851.657,324.383.851.657,990.037.176.198,(823.993.823.378),490.427.204.477,990037176198.0,-823993823378.0,490427204477.0
134.955.725.869,134.955.725.869,134.955.725.869,598.015.371.280,(432.971.097.149),300.000.000.000,598015371280.0,-432971097149.0,300000000000.0
113.601.407.000,113.601.407.000,113.601.407.000,882.686.447.335,(697.394.454.855),298.893.399.480,882686447335.0,-697394454855.0,298893399480.0
198.496.310.000,198.496.310.000,198.496.310.000,644.429.835.000,(642.926.145.000),200.000.000.000,644429835000.0,-642926145000.0,200000000000.0
72.711.731.023,72.711.731.023,72.711.731.023,290.889.785.657,(263.630.187.680),99.971.329.000,290889785657.0,-263630187680.0,99971329000.0
29.000.000.000,29.000.000.000,29.000.000.000,306.690.000.000,(238.690.000.000),97.000.000.000,306690000000.0,-238690000000.0,97000000000.0
86.519.590.000,86.519.590.000,86.519.590.000,214.852.323.946,(208.572.367.626),92.799.546.320,214852323946.0,-208572367626.0,92799546320.0
3.700.000.000,3.700.000.000,3.700.000.000,3.700.000.000,(3.700.000.000),3.700.000.000,3700000000.0,-3700000000.0,3700000000.0
131.308.602.284,131.308.602.284,131.308.602.284,140.486.853.431,(142.677.365.285),129.118.090.430,140486853431.0,-142677365285.0,129118090430.0
12.000.000.000,12.000.000.000,12.000.000.000,11.000.000.000,-,23.000.000.000,11000000000.0,,23000000000.0
1.570.482.498.026,1.570.482.498.026,1.570.482.498.026,5.051.250.445.086,(4.386.962.004.881),2.234.770.938.231,5051250445086.0,-4386962004881.0,2234770938231.0
