row_label_raw,row_label_full,Mã số,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2019 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2018 VND,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2019 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2018 VND
11 Tăng các khoản phải trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11 Tăng các khoản phải trả,11 Tăng các khoản phải trả,11 Tăng các khoản phải trả,154.122.437.896,265.575.163.354,,154122437896.0,265575163354.0
12 Tăng chi phí trả trước,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12 Tăng chi phí trả trước,12 Tăng chi phí trả trước,12 Tăng chi phí trả trước,(38.683.530.822),(35.977.196.581),,-38683530822.0,-35977196581.0
14 Tiền lãi vay đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14 Tiền lãi vay đã trả,14 Tiền lãi vay đã trả,14 Tiền lãi vay đã trả,(108.653.972.896),(61.320.512.488),,-108653972896.0,-61320512488.0
15 Thuế TNDN đã nộp,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15 Thuế TNDN đã nộp,15 Thuế TNDN đã nộp,15 Thuế TNDN đã nộp,(275.691.386.747),(226.969.645.753),,-275691386747.0,-226969645753.0
17 Tiền chi khác từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 17 Tiền chi khác từ hoạt động kinh doanh,17 Tiền chi khác từ hoạt động kinh doanh,17 Tiền chi khác từ hoạt động kinh doanh,(20.260.223.341),(25.401.677.884),,-20260223341.0,-25401677884.0
20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,(161.520.302.082),(338.786.168.872),,-161520302082.0,-338786168872.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,
"21 Tiền chi để mua sám, xây dựng TSCĐ và tài sản dài hạn khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 21 Tiền chi để mua sám, xây dựng TSCĐ và tài sản dài hạn khác","21 Tiền chi để mua sám, xây dựng TSCĐ và tài sản dài hạn khác","21 Tiền chi để mua sám, xây dựng TSCĐ và tài sản dài hạn khác",(189.614.177.470),(321.814.719.363),,-189614177470.0,-321814719363.0
"22 Tiền thu từ thanh lý, nhượng bán TSCĐ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 22 Tiền thu từ thanh lý, nhượng bán TSCĐ","22 Tiền thu từ thanh lý, nhượng bán TSCĐ","22 Tiền thu từ thanh lý, nhượng bán TSCĐ",1.774.979.478,1.075.665.048,,1774979478.0,1075665048.0
23 Tiền chi cho vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 23 Tiền chi cho vay,23 Tiền chi cho vay,23 Tiền chi cho vay,(94.000.000.000),,,-94000000000.0,
24 Thu hồi các khoản đầu tư năm giữ đến ngày đáo hạn,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 24 Thu hồi các khoản đầu tư năm giữ đến ngày đáo hạn,24 Thu hồi các khoản đầu tư năm giữ đến ngày đáo hạn,24 Thu hồi các khoản đầu tư năm giữ đến ngày đáo hạn,,160.065.000.000,,,160065000000.0
25 Tiền chi đầu tư góp vốn vào đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 25 Tiền chi đầu tư góp vốn vào đơn vị khác,25 Tiền chi đầu tư góp vốn vào đơn vị khác,25 Tiền chi đầu tư góp vốn vào đơn vị khác,(10.000.000.000),(40.000.000.000),,-10000000000.0,-40000000000.0
"27 Tiền thu lãi tiền gửi, cổ tức được chia","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 27 Tiền thu lãi tiền gửi, cổ tức được chia","27 Tiền thu lãi tiền gửi, cổ tức được chia","27 Tiền thu lãi tiền gửi, cổ tức được chia",2.428.864.048,18.314.097.726,,2428864048.0,18314097726.0
30 Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 30 Lưu chuyển tiền thuần từ hoạt động đầu tư,30 Lưu chuyển tiền thuần từ hoạt động đầu tư,30 Lưu chuyển tiền thuần từ hoạt động đầu tư,(289.410.333.944),(182.359.956.589),,-289410333944.0,-182359956589.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,,,
"31 Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > 31 Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","31 Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu","31 Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",68.932.500.000,97.273.160.000,,68932500000.0,97273160000.0
32 Tiền chi mua lại cổ phiếu đã phát hành,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > 32 Tiền chi mua lại cổ phiếu đã phát hành,32 Tiền chi mua lại cổ phiếu đã phát hành,32 Tiền chi mua lại cổ phiếu đã phát hành,(2.094.000.000),,,-2094000000.0,
33 Tiền thu từ đi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > 33 Tiền thu từ đi vay,33 Tiền thu từ đi vay,33 Tiền thu từ đi vay,5.047.550.445.086,4.336.772.043.080,,5047550445086.0,4336772043080.0
34 Tiền chi trả nợ gốc vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > 34 Tiền chi trả nợ gốc vay,34 Tiền chi trả nợ gốc vay,34 Tiền chi trả nợ gốc vay,(4.387.362.004.881),(3.662.003.259.254),,-4387362004881.0,-3662003259254.0
36 Tiền chi trả cổ tức,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > 36 Tiền chi trả cổ tức,36 Tiền chi trả cổ tức,36 Tiền chi trả cổ tức,(343.875.424.770),(268.371.812.300),,-343875424770.0,-268371812300.0
40 Lưu chuyển tiền thuần từ hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > 40 Lưu chuyển tiền thuần từ hoạt động tài chính,40 Lưu chuyển tiền thuần từ hoạt động tài chính,40 Lưu chuyển tiền thuần từ hoạt động tài chính,383.151.515.435,503.670.131.526,,383151515435.0,503670131526.0
50 Lưu chuyển tiền thuần trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > 50 Lưu chuyển tiền thuần trong năm,50 Lưu chuyển tiền thuần trong năm,50 Lưu chuyển tiền thuần trong năm,(67.779.120.591),(17.475.993.935),,-67779120591.0,-17475993935.0
60 Tiền đầu năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > 60 Tiền đầu năm,60 Tiền đầu năm,3,150.227.254.450,167.814.376.098,3.0,150227254450.0,167814376098.0
61 Ánh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > 61 Ánh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61 Ánh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61 Ánh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,138.715.435,(111.127.713),,138715435.0,-111127713.0
70 Tiền cuối năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH > 70 Tiền cuối năm,70 Tiền cuối năm,3,82.586.849.294,150.227.254.450,3.0,82586849294.0,150227254450.0
