row_label_raw,row_label_full,TSCĐ,TSCĐ_1,TSCĐ_2,TSCĐ_3,TSCĐ_4,TSCĐ_5,numeric__TSCĐ_1,numeric__TSCĐ_2,numeric__TSCĐ_3,numeric__TSCĐ_4,numeric__TSCĐ_5
,,,"Nhà cửa,vật kiến trúcVND",Máy mócthiết bịVND,Phương tiệnvận tảiVND,Thiết bịquản lýVND,Tổng cộngVND,,,,,
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,
Tại ngày 1 tháng 1 năm 2019,Nguyên giá > Tại ngày 1 tháng 1 năm 2019,Tại ngày 1 tháng 1 năm 2019,138.832.225.224,35.042.661.919,27.943.022.451,43.888.755.944,245.706.665.538,138832225224.0,35042661919.0,27943022451.0,43888755944.0,245706665538.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,-,10.066.148.091,2.227.730.900,14.602.837.772,26.896.716.763,,10066148091.0,2227730900.0,14602837772.0,26896716763.0
Chuyển từ chi phí xây dựng cơ bản dở dang(Thuyết minh 10),Nguyên giá > Chuyển từ chi phí xây dựng cơ bản dở dang(Thuyết minh 10),Chuyển từ chi phí xây dựng cơ bản dở dang(Thuyết minh 10),9.504.055.967,-,-,26.642.569.496,36.146.625.463,9504055967.0,,,26642569496.0,36146625463.0
"Thanh lý, nhượng bán","Nguyên giá > Thanh lý, nhượng bán","Thanh lý, nhượng bán",-,(4.298.341.220),-,(1.045.916.889),(5.344.258.109),,-4298341220.0,,-1045916889.0,-5344258109.0
Tại ngày 31 tháng 12 năm 2019,Nguyên giá > Tại ngày 31 tháng 12 năm 2019,Tại ngày 31 tháng 12 năm 2019,148.336.281.191,40.810.468.790,30.170.753.351,84.088.246.323,303.405.749.655,148336281191.0,40810468790.0,30170753351.0,84088246323.0,303405749655.0
Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,,,,,
Tại ngày 1 tháng 1 năm 2019,Giá trị khấu hao lũy kế > Tại ngày 1 tháng 1 năm 2019,Tại ngày 1 tháng 1 năm 2019,37.446.777.758,23.575.620.176,10.040.151.562,32.268.997.574,103.331.547.070,37446777758.0,23575620176.0,10040151562.0,32268997574.0,103331547070.0
Khấu hao trong năm,Giá trị khấu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,6.561.830.172,5.358.970.072,3.641.397.638,6.643.726.313,22.205.924.195,6561830172.0,5358970072.0,3641397638.0,6643726313.0,22205924195.0
"Thanh lý, nhượng bán","Giá trị khấu hao lũy kế > Thanh lý, nhượng bán","Thanh lý, nhượng bán",-,(4.204.162.924),-,(676.770.562),(4.880.933.486),,-4204162924.0,,-676770562.0,-4880933486.0
Tại ngày 31 tháng 12 năm 2019,Giá trị khấu hao lũy kế > Tại ngày 31 tháng 12 năm 2019,Tại ngày 31 tháng 12 năm 2019,44.008.607.930,24.730.427.324,13.681.549.200,38.235.953.325,120.656.537.779,44008607930.0,24730427324.0,13681549200.0,38235953325.0,120656537779.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,
Tại ngày 1 tháng 1 năm 2019,Giá trị còn lại > Tại ngày 1 tháng 1 năm 2019,Tại ngày 1 tháng 1 năm 2019,101.385.447.466,11.467.041.743,17.902.870.889,11.619.758.370,142.375.118.468,101385447466.0,11467041743.0,17902870889.0,11619758370.0,142375118468.0
Tại ngày 31 tháng 12 năm 2019,Giá trị còn lại > Tại ngày 31 tháng 12 năm 2019,Tại ngày 31 tháng 12 năm 2019,104.327.673.261,16.080.041.466,16.489.204.151,45.852.292.998,182.749.211.876,104327673261.0,16080041466.0,16489204151.0,45852292998.0,182749211876.0
