row_label_raw,row_label_full,Công ty TNHH MTV Thời trang CAO,61.373.320.983,5.652.125.793,numeric__61.373.320.983,numeric__5.652.125.793
Công ty TNHH MTV Kỷ nguyênKhách hàng,Công ty TNHH MTV Kỷ nguyênKhách hàng,Công ty TNHH MTV Kỷ nguyênKhách hàng,3.639.325.046,-,3639325046.0,
,,,65.012.646.029,5.652.125.793,65012646029.0,5652125793.0
