row_label_raw,row_label_full,col_0,2019VND,2018VND,numeric__2019VND,numeric__2018VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,1.449.577.271.633,1.174.739.977.933,1449577271633.0,1174739977933.0
Thuế tính ở thuế suất 20%,Thuế tính ở thuế suất 20%,Thuế tính ở thuế suất 20%,289.915.454.327,234.947.995.587,289915454327.0,234947995587.0
Điều chỉnh:,Điều chỉnh:,Điều chỉnh:,,,,
Thu nhập không chịu thuế,Điều chỉnh: > Thu nhập không chịu thuế,Thu nhập không chịu thuế,-,(2.400.000.000),,-2400000000.0
Chi phí không được khấu trừ,Điều chỉnh: > Chi phí không được khấu trừ,Chi phí không được khấu trừ,1.648.841.644,951.073.586,1648841644.0,951073586.0
Chi phí thuế TNDN (*),Điều chỉnh: > Chi phí thuế TNDN (*),Chi phí thuế TNDN (*),291.564.295.971,233.499.069.173,291564295971.0,233499069173.0
Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh riêng:,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh riêng:,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh riêng:,,,,
Thuế TNDN - hiện hành,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh riêng: > Thuế TNDN - hiện hành,Thuế TNDN - hiện hành,293.343.935.792,237.357.551.907,293343935792.0,237357551907.0
Thuế TNDN - hoãn lại (Thuyết minh 21),Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh riêng: > Thuế TNDN - hoãn lại (Thuyết minh 21),Thuế TNDN - hoãn lại (Thuyết minh 21),(1.779.639.821),(3.858.482.734),-1779639821.0,-3858482734.0
,,,291.564.295.971,233.499.069.173,291564295971.0,233499069173.0
