row_label_raw,row_label_full,Mãsố,TÀI SẢN,Thuyếtminh,Tại ngày 31 tháng 12 năm,Tại ngày 31 tháng 12 năm_1,numeric__TÀI SẢN,numeric__Thuyếtminh,numeric__Tại ngày 31 tháng 12 năm,numeric__Tại ngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,TÀI SẢN,Thuyếtminh,2019VND,2018VND,,,,
100,Mãsố > 100,100,TÀI SẢN NGĂN HẠN,,6.682.090.576.699,5.172.072.214.871,,,6682090576699.0,5172072214871.0
110,Mãsố > 110,110,Tiền,,82.586.849.294,150.227.254.450,,,82586849294.0,150227254450.0
111,Mãsố > 111,111,Tiền,3,82.586.849.294,150.227.254.450,,3.0,82586849294.0,150227254450.0
130,Mãsố > 130,130,Các khoản phải thu ngắn hạn,,932.945.866.003,133.581.413.665,,,932945866003.0,133581413665.0
131,Mãsố > 131,131,Phải thu ngắn hạn của khách hàng,4,96.534.570.471,51.684.182.829,,4.0,96534570471.0,51684182829.0
132,Mãsố > 132,132,Trả trước cho người bán ngắn hạn,5,731.834.000.148,42.171.662.231,,5.0,731834000148.0,42171662231.0
135,Mãsố > 135,135,Phải thu về cho vay ngắn hạn,34(b),100.000.000.000,6.000.000.000,,,100000000000.0,6000000000.0
136,Mãsố > 136,136,Phải thu ngắn hạn khác,6(a),4.093.499.097,33.438.622.170,,,4093499097.0,33438622170.0
139,Mãsố > 139,139,Tài sản thiếu chờ xử lý,,483.796.287,286.946.435,,,483796287.0,286946435.0
140,Mãsố > 140,140,Hàng tồn kho,,5.600.042.475.851,4.819.866.729.341,,,5600042475851.0,4819866729341.0
141,Mãsố > 141,141,Hàng tồn kho,7,5.600.042.475.851,4.819.866.729.341,,7.0,5600042475851.0,4819866729341.0
150,Mãsố > 150,150,Tài sản ngắn hạn khác,,66.515.385.551,68.396.817.415,,,66515385551.0,68396817415.0
151,Mãsố > 151,151,Chi phí trả trước ngắn hạn,8(a),66.450.661.055,62.020.524.945,,,66450661055.0,62020524945.0
153,Mãsố > 153,153,Thuế và các khoản khác phải thu Nhà nước,,64.724.496,6.376.292.470,,,64724496.0,6376292470.0
200,Mãsố > 200,200,TÀI SẢN DÀI HẠN,,1.278.105.627.829,1.095.501.183.218,,,1278105627829.0,1095501183218.0
210,Mãsố > 210,210,Khoản phải thu dài hạn,,67.305.344.776,55.045.824.370,,,67305344776.0,55045824370.0
216,Mãsố > 216,216,Phải thu dài hạn khác,6(b),67.305.344.776,55.045.824.370,,,67305344776.0,55045824370.0
220,Mãsố > 220,220,Tài sản cố định,,829.804.515.778,635.701.823.366,,,829804515778.0,635701823366.0
221,Mãsố > 221,221,Tài sản cố định hữu hình,9(a),182.749.211.876,142.375.118.468,,,182749211876.0,142375118468.0
222,Mãsố > 222,222,Nguyên giá,,303.405.749.655,245.706.665.538,,,303405749655.0,245706665538.0
223,Mãsố > 223,223,Giá trị khấu hao lũy kế,,(120.656.537.779),(103.331.547.070),,,-120656537779.0,-103331547070.0
227,Mãsố > 227,227,Tài sản cố định vô hình,9(b),647.055.303.902,493.326.704.898,,,647055303902.0,493326704898.0
228,Mãsố > 228,228,Nguyên giá,,666.299.045.857,499.937.407.873,,,666299045857.0,499937407873.0
229,Mãsố > 229,229,Giá trị khấu hao lũy kế,,(19.243.741.955),(6.610.702.975),,,-19243741955.0,-6610702975.0
240,Mãsố > 240,240,Tài sản dở dang dài hạn,,28.192.987.250,67.983.789.990,,,28192987250.0,67983789990.0
242,Mãsố > 242,242,Chi phí xây dựng cơ bản dở dang,10,28.192.987.250,67.983.789.990,,10.0,28192987250.0,67983789990.0
250,Mãsố > 250,250,Đầu tư tài chính dài hạn,11,140.000.000.000,160.000.000.000,,11.0,140000000000.0,160000000000.0
251,Mãsố > 251,251,Đầu tư vào công ty con,,170.000.000.000,160.000.000.000,,,170000000000.0,160000000000.0
253,Mãsố > 253,253,Đầu tư góp vốn vào đơn vị khác,,395.271.613.400,395.271.613.400,,,395271613400.0,395271613400.0
254,Mãsố > 254,254,Dự phòng đầu tư tài chính dài hạn,,(425.271.613.400),(395.271.613.400),,,-425271613400.0,-395271613400.0
260,Mãsố > 260,260,Tài sản dài hạn khác,,212.802.780.025,176.769.745.492,,,212802780025.0,176769745492.0
261,Mãsố > 261,261,Chi phí trả trước dài hạn,8(b),125.671.315.366,91.417.920.654,,,125671315366.0,91417920654.0
262,Mãsố > 262,262,Tài sản thuế thu nhập hoãn lại,21,87.131.464.659,85.351.824.838,,21.0,87131464659.0,85351824838.0
270,Mãsố > 270,270,TỔNG TÀI SẢN,,7.960.196.204.528,6.267.573.398.089,,,7960196204528.0,6267573398089.0
