row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2019 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2018 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2019 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2018 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,15.097.878.887.552,13.515.069.659.689,,,15097878887552.0,13515069659689.0
02,02,02,Khoản giảm trừ doanh thu,,(136.566.152.783),(102.569.985.875),,,-136566152783.0,-102569985875.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,26,14.961.312.734.769,13.412.499.673.814,,26.0,14961312734769.0,13412499673814.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,27,(11.735.945.301.285),(10.760.906.226.309),,27.0,-11735945301285.0,-10760906226309.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,3.225.367.433.484,2.651.593.447.505,,,3225367433484.0,2651593447505.0
21,21,21,Doanh thu hoạt động tài chính,28,4.252.790.847,18.781.028.081,,28.0,4252790847.0,18781028081.0
22,22,22,Chi phí tài chính,29,(141.834.207.929),(67.120.878.006),,29.0,-141834207929.0,-67120878006.0
23,23,23,- Trong đó: Chi phí lãi vay,,(109.701.338.257),(61.984.346.502),,,-109701338257.0,-61984346502.0
25,25,25,Chi phí bán hàng,30,(1.230.387.363.412),(1.118.863.127.610),,30.0,-1230387363412.0,-1118863127610.0
26,26,26,Chi phí quản lý doanh nghiệp,31,(408.175.075.416),(311.505.448.839),,31.0,-408175075416.0,-311505448839.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,1.449.223.577.574,1.172.885.021.131,,,1449223577574.0,1172885021131.0
31,31,31,Thu nhập khác,,3.933.921.321,4.553.840.272,,,3933921321.0,4553840272.0
32,32,32,Chi phí khác,,(3.580.227.262),(2.698.883.470),,,-3580227262.0,-2698883470.0
40,40,40,Lợi nhuận khác,,353.694.059,1.854.956.802,,,353694059.0,1854956802.0
50,50,50,Tổng lợi nhuận kế toán trước thuế,,1.449.577.271.633,1.174.739.977.933,,,1449577271633.0,1174739977933.0
51,51,51,"Chi phí thuế thu nhập doanh nghiệp (""TNDN"") hiện hành",32,(293.343.935.792),(237.357.551.907),,32.0,-293343935792.0,-237357551907.0
52,52,52,Chi phí thuế TNDN hoãn lại,32,1.779.639.821,3.858.482.734,,32.0,1779639821.0,3858482734.0
60,60,60,Lợi nhuận sau thuế TNDN,,1.158.012.975.662,941.240.908.760,,,1158012975662.0,941240908760.0
