row_label_raw,row_label_full,col_0,"Nơi thànhlập, đăng kýhoạt động",31.12.2019,31.12.2019_1,31.12.2018,31.12.2018_1,Hoạt độngchính,"numeric__Nơi thànhlập, đăng kýhoạt động",numeric__31.12.2019,numeric__31.12.2019_1,numeric__31.12.2018,numeric__31.12.2018_1,numeric__Hoạt độngchính
,,,"Nơi thànhlập, đăng kýhoạt động",Tỷ lệsở hữu%,Tỷ lệbiểuquyếtnắm giữ%,Tỷ lệsở hữu%,Tỷ lệbiểuquyếtnắm giữ%,Hoạt độngchính,,,,,,
Công ty TNHH MTVThời trang CAO,Công ty TNHH MTVThời trang CAO,Công ty TNHH MTVThời trang CAO,Thành phốHồ Chí Minh,100,100,100,100,Kinh doanhtrang sức,,100.0,100.0,100.0,100.0,
Công ty TNHH MTVGiám định PNJ,Công ty TNHH MTVGiám định PNJ,Công ty TNHH MTVGiám định PNJ,Thành phốHồ Chí Minh,100,100,100,100,"Tư vấn và giámđịnh vàng, bạcvà đá quý",,100.0,100.0,100.0,100.0,
Công ty TNHH MTVChế tác và Kinhdoanh Trang sứcPNJ,Công ty TNHH MTVChế tác và Kinhdoanh Trang sứcPNJ,Công ty TNHH MTVChế tác và Kinhdoanh Trang sứcPNJ,Thành phốHồ Chí Minh,100,100,100,100,Chế tác và kinhdoanh trangsức,,100.0,100.0,100.0,100.0,
Công ty TNHHMTV Kỳ nguyênKhách hàng,Công ty TNHHMTV Kỳ nguyênKhách hàng,Công ty TNHHMTV Kỳ nguyênKhách hàng,Thành phốHồ Chí Minh,100,100,100,100,Bán lẻ hàng hóa,,100.0,100.0,100.0,100.0,
