row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2016,Năm 2015,numeric__Mối quan hệ,numeric__Năm 2016,numeric__Năm 2015
,,,Mối quan hệ,VND,VND,,,
"Bán hàng, cung cấp dịch vụ","Bán hàng, cung cấp dịch vụ","Bán hàng, cung cấp dịch vụ",,65.833.789.946,63.154.568.042,,65833789946.0,63154568042.0
Công ty TNHH Kính nổi Việt Nam (VFG),Công ty TNHH Kính nổi Việt Nam (VFG),Công ty TNHH Kính nổi Việt Nam (VFG),Công ty liên kết,41.737.067.432,43.654.743.232,,41737067432.0,43654743232.0
Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty liên kết,448.228.387,414.392.279,,448228387.0,414392279.0
Công ty Cổ phần Viglacera Hạ Long I,Công ty Cổ phần Viglacera Hạ Long I,Công ty Cổ phần Viglacera Hạ Long I,Công ty liên kết,7.114.207.343,189.255.000,,7114207343.0,189255000.0
Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,6.188.268.397,18.768.564.531,,6188268397.0,18768564531.0
Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty liên kết,149.323.000,127.613.000,,149323000.0,127613000.0
Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty liên kết,9.954.244.242,-,,9954244242.0,
Công ty Cổ phần Visaho,Công ty Cổ phần Visaho,Công ty Cổ phần Visaho,Công ty liên kết,242.451.145,-,,242451145.0,
"Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ",,206.446.230.519,3.373.945.603,,206446230519.0,3373945603.0
Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty liên kết,1.486.040.000,-,,1486040000.0,
Công ty Cổ phần Viglacera Hạ Long I,Công ty Cổ phần Viglacera Hạ Long I,Công ty Cổ phần Viglacera Hạ Long I,Công ty liên kết,291.887.600,-,,291887600.0,
Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,165.299.411.282,2.921.908.294,,165299411282.0,2921908294.0
Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty liên kết,1.013.506.000,452.037.309,,1013506000.0,452037309.0
Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty liên kết,23.671.819.858,-,,23671819858.0,
Công ty Cổ phần Visaho,Công ty Cổ phần Visaho,Công ty Cổ phần Visaho,Công ty liên kết,14.683.565.779,-,,14683565779.0,
Cổ tức được chia,Cổ tức được chia,Cổ tức được chia,,22.628.361.678,3.688.942.429,,22628361678.0,3688942429.0
Công ty TNHH Kính nổi Việt Nam (VFG),Công ty TNHH Kính nổi Việt Nam (VFG),Công ty TNHH Kính nổi Việt Nam (VFG),Công ty liên kết,22.378.361.678,3.688.942.429,,22378361678.0,3688942429.0
Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,250.000.000,-,,250000000.0,
