row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2016 > VND,01/01/2016 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2016 > VND,numeric__01/01/2016 > VND
400,400,400,D. VỐN CHỦ SỞ HỮU,,4.367.114.047.046,3.302.133.509.793,,,4367114047046.0,3302133509793.0
410,410,410,I. Vốn chủ sở hữu,26,4.300.181.450.347,3.286.901.372.593,,26.0,4300181450347.0,3286901372593.0
411,411,411,1. Vốn góp của chủ sở hữu,,3.070.000.000.000,2.645.000.000.000,,,3070000000000.0,2645000000000.0
411a,411a,411a,Cổ phiếu phố thông có quyền biểu quyết,,3.070.000.000.000,2.645.000.000.000,,,3070000000000.0,2645000000000.0
412,412,412,2. Thặng dư vốn cổ phần,,120.448.919.561,(4.408.147.765),,,120448919561.0,-4408147765.0
414,414,414,3. Vốn khác của chủ sở hữu,,22.283.042.505,23.249.978.656,,,22283042505.0,23249978656.0
415,415,415,4. Cổ phiếu quỹ,,(149.876.239),(149.876.239),,,-149876239.0,-149876239.0
416,416,416,5. Chênh lệch đánh giá lại tài sản,,(193.544.307.015),(193.544.307.015),,,-193544307015.0,-193544307015.0
418,418,418,6. Quỹ đầu tư phát triển,,97.983.442.339,102.045.497.588,,,97983442339.0,102045497588.0
420,420,420,7. Quỹ khác thuộc vốn chủ sở hữu,,6.734.796.973,6.874.279.135,,,6734796973.0,6874279135.0
421,421,421,8. Lợi nhuận sau thuế chưa phân phối,,715.989.588.907,303.663.794.685,,,715989588907.0,303663794685.0
421a,421a,421a,LNST chưa phân phối lũy kế đến cuối năm trước,,202.239.370.001,6.936.752.116,,,202239370001.0,6936752116.0
421b,421b,421b,LNST chưa phân phối năm nay,,513.750.218.906,296.727.042.569,,,513750218906.0,296727042569.0
422,422,422,9. Nguồn vốn đầu tư xây dựng cơ bản,,46.000.000.000,67.000.000.000,,,46000000000.0,67000000000.0
429,429,429,10. Lợi ích cổ đông không kiểm soát,,414.435.843.316,337.170.153.548,,,414435843316.0,337170153548.0
430,430,430,II. Nguồn kinh phí và quỹ khác,,66.932.596.699,15.232.137.200,,,66932596699.0,15232137200.0
431,431,431,1. Nguồn kinh phí,27,15.532.137.200,15.232.137.200,,27.0,15532137200.0,15232137200.0
432,432,432,2. Nguồn kinh phí đã hình thành TSCĐ,,51.400.459.499,-,,,51400459499.0,
440,440,440,TỔNG CỘNG NGUỒN VỐN,,12.989.462.128.054,11.663.300.477.351,,,12989462128054.0,11663300477351.0
