row_label_raw,row_label_full,col_0,Mối quan hệ,31/12/2016,01/01/2016,numeric__Mối quan hệ,numeric__31/12/2016,numeric__01/01/2016
,,,Mối quan hệ,VND,VND,,,
Phải trả cho người bán ngắn hạn,Phải trả cho người bán ngắn hạn,Phải trả cho người bán ngắn hạn,Phải trả cho người bán ngắn hạn,27.323.913.417,29.706.755.766,,27323913417.0,29706755766.0
Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty liên kết,202.750.300,134.112.000,,202750300.0,134112000.0
Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,17.353.850.845,25.922.378.037,,17353850845.0,25922378037.0
Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty liên kết,879.842.075,1.740.265.729,,879842075.0,1740265729.0
Công ty Cổ phần Visaho,Công ty Cổ phần Visaho,Công ty Cổ phần Visaho,Công ty liên kết,8.887.470.197,1.910.000.000,,8887470197.0,1910000000.0
Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,2.461.000,5.398.552,,2461000.0,5398552.0
Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty liên kết,2.461.000,-,,2461000.0,
Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Đường,Công ty liên kết,-,5.398.552,,,5398552.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,586.885.096,654.526.796,,586885096.0,654526796.0
Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty liên kết,-,67.641.700,,,67641700.0
Công ty Cổ phần Viglacera Hạ Long I,Công ty Cổ phần Viglacera Hạ Long I,Công ty Cổ phần Viglacera Hạ Long I,Công ty liên kết,586.885.096,586.885.096,,586885096.0,586885096.0
Giao dịch với các bên liên quan khác như sau:,Giao dịch với các bên liên quan khác như sau:,Giao dịch với các bên liên quan khác như sau:,Giao dịch với các bên liên quan khác như sau:,Giao dịch với các bên liên quan khác như sau:,Giao dịch với các bên liên quan khác như sau:,,,
,,,,Năm 2016,Năm 2015,,,
,,,,VND,VND,,,
Thu nhập của Ban Tổng Giám đốc và HĐQT,Giao dịch với các bên liên quan khác như sau: > Thu nhập của Ban Tổng Giám đốc và HĐQT,Thu nhập của Ban Tổng Giám đốc và HĐQT,Thu nhập của Ban Tổng Giám đốc và HĐQT,4.843.586.176,5.603.914.640,,4843586176.0,5603914640.0
