row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2016 > VND,01/01/2016 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2016 > VND,numeric__01/01/2016 > VND
200,200,200,B. TÀI SẢN DÀI HẠN,,7.625.699.755.141,6.730.003.336.952,,,7625699755141.0,6730003336952.0
210,210,210,I. Các khoản phải thu dài hạn,,211.219.590.214,208.565.359.624,,,211219590214.0,208565359624.0
216,216,216,1. Phải thu dài hạn khác,8,211.219.590.214,208.565.359.624,,8.0,211219590214.0,208565359624.0
220,220,220,II . Tài sản cố định,,3.170.619.388.009,3.065.883.524.090,,,3170619388009.0,3065883524090.0
221,221,221,1. Tài sản cố định hữu hình,12,2.934.080.144.856,2.912.629.026.012,,12.0,2934080144856.0,2912629026012.0
222,222,222,- Nguyên giá,,6.783.489.783.810,6.518.050.704.972,,,6783489783810.0,6518050704972.0
223,223,223,- Giá trị hao mòn luỹ kế,,(3.849.409.638.954),(3.605.421.678.960),,,-3849409638954.0,-3605421678960.0
224,224,224,2. Tài sản cố định thuê tài chính,13,49.706.226.947,50.533.454.548,,13.0,49706226947.0,50533454548.0
225,225,225,- Nguyên giá,,70.051.963.050,64.070.969.655,,,70051963050.0,64070969655.0
226,226,226,- Giá trị hao mòn luỹ kế,,(20.345.736.103),(13.537.515.107),,,-20345736103.0,-13537515107.0
227,227,227,3. Tài sản cố định vô hình,14,186.833.016.206,102.721.043.530,,14.0,186833016206.0,102721043530.0
228,228,228,- Nguyên giá,,219.302.912.146,132.005.154.204,,,219302912146.0,132005154204.0
229,229,229,- Giá trị hao mòn luỹ kế,,(32.469.895.940),(29.284.110.674),,,-32469895940.0,-29284110674.0
230,230,230,III. Bất động sản đầu tư,15,2.130.241.897.225,1.913.454.707.657,,15.0,2130241897225.0,1913454707657.0
231,231,231,- Nguyên giá,,2.551.611.277.181,2.261.868.721.378,,,2551611277181.0,2261868721378.0
232,232,232,- Giá trị hao mòn luỹ kế,,(421.369.379.956),(348.414.013.721),,,-421369379956.0,-348414013721.0
240,240,240,IV. Tài sản dở dang dài hạn,,1.498.489.242.122,936.674.699.945,,,1498489242122.0,936674699945.0
241,241,241,"1. Chi phí sản xuất, kinh doanh dở dang dài hạn",,868.427.335,868.427.335,,,868427335.0,868427335.0
242,242,242,2. Chi phí xây dựng cơ bản dở dang,16,1.497.620.814.787,935.806.272.610,,16.0,1497620814787.0,935806272610.0
250,250,250,V. Đầu tư tài chính dài hạn,4,315.075.349.212,249.998.113.012,,4.0,315075349212.0,249998113012.0
252,252,252,"1. Đầu tư vào công ty liên doanh, liên kết",,311.893.570.895,239.122.307.204,,,311893570895.0,239122307204.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,,4.452.682.344,12.346.709.835,,,4452682344.0,12346709835.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn,,(1.353.204.027),(1.653.204.027),,,-1353204027.0,-1653204027.0
255,255,255,4. Đầu tư nắm giữ đến ngày đáo hạn,,82.300.000,182.300.000,,,82300000.0,182300000.0
260,260,260,VI. Tài sản dài hạn khác,,300.054.288.359,355.426.932.624,,,300054288359.0,355426932624.0
261,261,261,1. Chi phí trả trước dài hạn,11,295.783.559.465,350.531.616.498,,11.0,295783559465.0,350531616498.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,,4.270.728.894,395.291.164,,,4270728894.0,395291164.0
269,269,269,3. Lợi thế thương mại,17,-,4.500.024.962,,17.0,,4500024962.0
270,270,270,TỔNG CỘNG TÀI SẢN,,12.989.462.128.054,11.663.300.477.351,,,12989462128054.0,11663300477351.0
