row_label_raw,row_label_full,Másố,CHỈ TIÊU,Thuyếtminh,Năm 2016 > VND,Năm 2015 > VND,numeric__CHỈ TIÊU,numeric__Thuyếtminh,numeric__Năm 2016 > VND,numeric__Năm 2015 > VND
I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Lợi nhuận trước thuế,,768.736.518.719,524.274.877.305,,,768736518719.0,524274877305.0
01,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Điều chỉnh cho các khoản,,566.742.310.171,658.020.025.462,,,566742310171.0,658020025462.0
02,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,- Khấu hao tài sản cố định và Bất động sản đầu tư,,433.892.362.737,417.691.571.834,,,433892362737.0,417691571834.0
03,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,- Các khoản dự phòng,,41.668.646.473,148.658.522.983,,,41668646473.0,148658522983.0
04,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,"- Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiền tệ có gốc ngoại tệ",,(272.373.965),(1.315.378.015),,,-272373965.0,-1315378015.0
05,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,"- Lãi, lỗ từ hoạt động đầu tư",,(129.998.868.076),(56.118.142.622),,,-129998868076.0,-56118142622.0
06,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,- Chi phí lãi vay,,160.691.343.002,161.134.244.197,,,160691343002.0,161134244197.0
07,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 07,07,- Các khoản điều chỉnh khác,,60.761.200.000,(12.030.792.915),,,60761200000.0,-12030792915.0
08,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,3. Lợi nhuận từ hoạt động kinh doanh trướcthay đổi vốn lưu động,,1.335.478.828.890,1.182.294.902.767,,,1335478828890.0,1182294902767.0
