row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2016 > VND,01/01/2016 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2016 > VND,numeric__01/01/2016 > VND
300,300,300,C. NỘ PHẢI TRẢ,,8.622.348.081.008,8.361.166.967.558,,,8622348081008.0,8361166967558.0
310,310,310,I. Nợ ngắn hạn,,4.432.846.710.660,4.749.507.307.226,,,4432846710660.0,4749507307226.0
311,311,311,1. Phải trả người bán ngắn hạn,18,1.044.976.607.112,1.013.971.694.151,,18.0,1044976607112.0,1013971694151.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,20,379.560.712.404,346.879.961.188,,20.0,379560712404.0,346879961188.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,19,301.492.325.931,414.780.944.602,,19.0,301492325931.0,414780944602.0
314,314,314,4. Phải trả người lao động,,159.698.487.299,150.319.508.228,,,159698487299.0,150319508228.0
315,315,315,5. Chi phí phải trả ngắn hạn,21,778.851.254.273,685.445.692.646,,21.0,778851254273.0,685445692646.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,22,62.157.190.398,30.880.828.940,,22.0,62157190398.0,30880828940.0
319,319,319,7. Phải trả ngắn hạn khác,23,357.213.166.573,429.290.647.716,,23.0,357213166573.0,429290647716.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,25,1.122.466.770.048,1.429.033.458.824,,25.0,1122466770048.0,1429033458824.0
321,321,321,9. Dự phòng phải trả ngắn hạn,24,192.263.318.493,225.639.221.185,,24.0,192263318493.0,225639221185.0
322,322,322,"10. Quỹ khen thưởng, phúc lợi",,34.166.878.129,23.265.349.746,,,34166878129.0,23265349746.0
330,330,330,II. Nợ dài hạn,,4.189.501.370.348,3.611.659.660.332,,,4189501370348.0,3611659660332.0
333,333,333,1. Chỉ phí phải trả dài hạn,21,15.868.080.683,11.529.606.017,,21.0,15868080683.0,11529606017.0
336,336,336,2. Doanh thu chưa thực hiện dài hạn,22,2.886.991.778.082,2.629.554.814.840,,22.0,2886991778082.0,2629554814840.0
337,337,337,3. Phải trả dài hạn khác,23,46.174.921.625,40.260.058.179,,23.0,46174921625.0,40260058179.0
338,338,338,4. Vay và nợ thuê tài chính dài hạn,25,1.023.679.668.358,811.323.863.751,,25.0,1023679668358.0,811323863751.0
342,342,342,5. Dự phòng phải trả dài hạn,24,141.246.517.344,92.506.402.895,,24.0,141246517344.0,92506402895.0
343,343,343,6. Quỹ phát triển khoa học và công nghệ,,75.540.404.256,26.484.914.650,,,75540404256.0,26484914650.0
