row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2016 > VND,Năm 2015 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2016 > VND,numeric__Năm 2015 > VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,29,8.145.841.780.347,7.832.521.915.490,,29.0,8145841780347.0,7832521915490.0
02,02,02,2. Các khoản giảm trừ doanh thu,30,7.062.966.208,12.617.315.216,,30.0,7062966208.0,12617315216.0
10,10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,31,8.138.778.814.139,7.819.904.600.274,,31.0,8138778814139.0,7819904600274.0
11,11,11,4. Giá vốn hàng bán,32,6.160.098.338.004,6.103.024.455.485,,32.0,6160098338004.0,6103024455485.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.978.680.476.135,1.716.880.144.789,,,1978680476135.0,1716880144789.0
21,21,21,6. Doanh thu hoạt động tài chính,33,85.433.182.144,32.255.846.952,,33.0,85433182144.0,32255846952.0
22,22,22,7. Chi phí tài chính,34,202.038.522.414,198.505.470.495,,34.0,202038522414.0,198505470495.0
23,23,23,Trong đó: Chi phí lãi vay,,160.691.343.002,161.134.244.197,,,160691343002.0,161134244197.0
24,24,24,"8. Phân lãi hoặc lỗ trong công ty liên doanh, liên kết",4,51.480.113.383,33.417.259.548,,4.0,51480113383.0,33417259548.0
25,25,25,9. Chi phí bán hàng,35,560.899.200.220,537.174.161.143,,35.0,560899200220.0,537174161143.0
26,26,26,10. Chi phí quản lý doanh nghiệp,36,550.109.606.078,444.812.729.402,,36.0,550109606078.0,444812729402.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,802.546.442.950,602.060.890.249,,,802546442950.0,602060890249.0
31,31,31,12. Thu nhập khác,37,61.951.831.600,63.004.932.043,,37.0,61951831600.0,63004932043.0
32,32,32,13. Chi phí khác,38,95.761.755.831,140.790.944.987,,38.0,95761755831.0,140790944987.0
40,40,40,14. Lợi nhuận khác,,(33.809.924.231),(77.786.012.944),,,-33809924231.0,-77786012944.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,768.736.518.719,524.274.877.305,,,768736518719.0,524274877305.0
51,51,51,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,39,151.906.165.460,117.920.839.914,,39.0,151906165460.0,117920839914.0
52,52,52,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,,(3.875.437.730),(147.562.318),,,-3875437730.0,-147562318.0
60,60,60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,,620.705.790.989,406.501.599.709,,,620705790989.0,406501599709.0
61,61,61,19. Lợi nhuận sau thuế của Công ty mẹ,,513.750.218.906,328.387.236.703,,,513750218906.0,328387236703.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,106.955.572.083,78.114.363.006,,,106955572083.0,78114363006.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,40,1.826,1.239,,40.0,1826.0,1239.0
