row_label_raw,row_label_full,8. PHẢI THU KHÁC,8. PHẢI THU KHÁC_1,31/12/2016 > Giá trị,31/12/2016 > Dự phòng,01/01/2016 > Giá trị,01/01/2016 > Dự phòng,numeric__8. PHẢI THU KHÁC_1,numeric__31/12/2016 > Giá trị,numeric__31/12/2016 > Dự phòng,numeric__01/01/2016 > Giá trị,numeric__01/01/2016 > Dự phòng
8. PHẢI THU KHÁC,8. PHẢI THU KHÁC,8. PHẢI THU KHÁC,8. PHẢI THU KHÁC,VND,VND,VND,VND,,,,,
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,,,,,,
Phải thu về cổ phần hóa [1],a) Ngắn hạn > Phải thu về cổ phần hóa [1],Phải thu về cổ phần hóa [1],Phải thu về cổ phần hóa [1],128.419.510.334,-,106.073.557.770,-,,128419510334.0,,106073557770.0,
"Ký cược, ký quỹ","a) Ngắn hạn > Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",2.093.838.430,-,6.434.208.231,-,,2093838430.0,,6434208231.0,
Phải thu CBCNV tiền tạm ứng,a) Ngắn hạn > Phải thu CBCNV tiền tạm ứng,Phải thu CBCNV tiền tạm ứng,Phải thu CBCNV tiền tạm ứng,74.013.997.748,-,64.934.891.942,-,,74013997748.0,,64934891942.0,
Phải thu khác,a) Ngắn hạn > Phải thu khác,Phải thu khác,Phải thu khác,114.340.246.946,(24.821.815.157),73.691.237.677,(13.877.802.357),,114340246946.0,-24821815157.0,73691237677.0,-13877802357.0
-,a) Ngắn hạn > -,-,"Phải thu về lãi tiền gửi, lãi cho vay",3.393.549.554,(2.503.928.868),1.390.051.494,-,,3393549554.0,-2503928868.0,1390051494.0,
-,a) Ngắn hạn > -,-,Phải thu Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,2.006.710.000,-,2.006.710.000,-,,2006710000.0,,2006710000.0,
-,a) Ngắn hạn > -,-,Phải thu về tiền thuế Giá trị gia tăng của TSCĐ thuê tài chính,987.055.552,-,752.178.512,-,,987055552.0,,752178512.0,
-,a) Ngắn hạn > -,-,Phải thu về tiền thuê Thu nhập cá nhân,1.085.106.023,-,2.028.464.358,-,,1085106023.0,,2028464358.0,
-,a) Ngắn hạn > -,-,Thuế TNDN tạm nộp hoạt động Bất động sản,427.549.196,-,1.841.671.319,-,,427549196.0,,1841671319.0,
-,a) Ngắn hạn > -,-,"Phải thu về tiền nộp Bảo hiểm xã hội, Bảo hiểm y tế, Kinh phí công đoàn",339.003.068,-,1.547.936.523,-,,339003068.0,,1547936523.0,
-,a) Ngắn hạn > -,-,Phải thu về tiền bán cổ phần Công ty Cổ phần Viglacera Đông Triều [2],27.430.472.879,-,-,-,,27430472879.0,,,
-,a) Ngắn hạn > -,-,Phải thu Công ty Cổ phần Hợp Thịnh Viglacera tiền hỗ trợ giải phóng mặt bằng,3.000.000.000,-,3.000.000.000,-,,3000000000.0,,3000000000.0,
-,a) Ngắn hạn > -,-,Phải thu về tiền bán hàng và hàng gửi bán,1.071.373.583,(1.071.373.583),1.071.373.583,(1.071.373.583),,1071373583.0,-1071373583.0,1071373583.0,-1071373583.0
-,a) Ngắn hạn > -,-,Phải thu nhân viên đã nghi việc,6.712.865.511,(1.515.434.583),5.703.067.878,(1.515.434.583),,6712865511.0,-1515434583.0,5703067878.0,-1515434583.0
-,a) Ngắn hạn > -,-,Phải thu về tiền lương chi vượt,9.092.884.550,-,12.115.520.600,-,,9092884550.0,,12115520600.0,
-,a) Ngắn hạn > -,-,Phải thu theo quyết toán khối lương được nghiệm thu,6.001.767.860,-,6.995.693.261,-,,6001767860.0,,6995693261.0,
-,a) Ngắn hạn > -,-,Tiền thuê đất phải thu khách hàng trong Khu công nghiệp,-,-,4.311.418.064,-,,,,4311418064.0,
-,a) Ngắn hạn > -,-,Góp vốn hợp tác kinh doanh với Công ty Cổ phần Viglacera Đông Triều [3],20.000.000.000,(11.789.936.265),-,-,,20000000000.0,-11789936265.0,,
-,a) Ngắn hạn > -,-,Phải thu khác,32.791.909.170,(7.941.141.858),30.927.152.085,(11.290.994.191),,32791909170.0,-7941141858.0,30927152085.0,-11290994191.0
,,,,318.867.593.458,(24.821.815.157),251.133.895.620,(13.877.802.357),,318867593458.0,-24821815157.0,251133895620.0,-13877802357.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,,,,,,
"Ký cược, ký quỹ","b) Dài hạn > Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",9.756.212.706,-,6.651.982.116,-,,9756212706.0,,6651982116.0,
Phải thu khác,b) Dài hạn > Phải thu khác,Phải thu khác,Phải thu khác,201.463.377.508,-,201.913.377.508,-,,201463377508.0,,201913377508.0,
-,b) Dài hạn > -,-,Phải thu Công ty CP Đầu tư Xây dựng và Kinh doanh nước sạch (VIWACO) [4],2.700.000.000,-,3.150.000.000,-,,2700000000.0,,3150000000.0,
-,b) Dài hạn > -,-,Phải thu về tiền đến bù giải phòng mặt bằng được trừ vào tiền thuê đất phải nộp,198.763.377.508,-,198.763.377.508,-,,198763377508.0,,198763377508.0,
,,,,211.219.590.214,-,208.565.359.624,-,,211219590214.0,,208565359624.0,
