row_label_raw,row_label_full,col_0,31/12/2016,31/12/2016_1,01/01/2016,01/01/2016_1,numeric__31/12/2016,numeric__31/12/2016_1,numeric__01/01/2016,numeric__01/01/2016_1
,,,Giá gốcVND,Dự phòngVND,Giá gốcVND,Dự phòngVND,,,,
Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,,,,
- Công ty Cổ phần Viglacera Hợp Thịnh,Đầu tư vào đơn vị khác > - Công ty Cổ phần Viglacera Hợp Thịnh,- Công ty Cổ phần Viglacera Hợp Thịnh,1.305.017.929,(605.000.000),1.305.017.929,(605.000.000),1305017929.0,-605000000.0,1305017929.0,-605000000.0
- Công ty Cổ phần Giấy Tây Đô,Đầu tư vào đơn vị khác > - Công ty Cổ phần Giấy Tây Đô,- Công ty Cổ phần Giấy Tây Đô,590.000.000,(300.000.000),600.000.000,(600.000.000),590000000.0,-300000000.0,600000000.0,-600000000.0
- Công ty Cổ phần Cầu Xây,Đầu tư vào đơn vị khác > - Công ty Cổ phần Cầu Xây,- Công ty Cổ phần Cầu Xây,1.184.497.242,-,1.294.497.242,-,1184497242.0,,1294497242.0,
- Công ty Cổ phần Tư vấn Xây dựng Viglacera Land,Đầu tư vào đơn vị khác > - Công ty Cổ phần Tư vấn Xây dựng Viglacera Land,- Công ty Cổ phần Tư vấn Xây dựng Viglacera Land,353.167.173,(19.690.203),353.167.173,(19.690.203),353167173.0,-19690203.0,353167173.0,-19690203.0
- Công ty Cổ phần Thủy tinh Gò Vấp,Đầu tư vào đơn vị khác > - Công ty Cổ phần Thủy tinh Gò Vấp,- Công ty Cổ phần Thủy tinh Gò Vấp,520.000.000,(428.513.824),520.000.000,(428.513.824),520000000.0,-428513824.0,520000000.0,-428513824.0
- Công ty Cổ phần Visaho,Đầu tư vào đơn vị khác > - Công ty Cổ phần Visaho,- Công ty Cổ phần Visaho,-,-,1.620.000.000,-,,,1620000000.0,
- Công ty Cổ Phần Viglacera Delta,Đầu tư vào đơn vị khác > - Công ty Cổ Phần Viglacera Delta,- Công ty Cổ Phần Viglacera Delta,500.000.000,-,500.000.000,-,500000000.0,,500000000.0,
- Công ty Cổ phần Viglacera Can Lộc [1],Đầu tư vào đơn vị khác > - Công ty Cổ phần Viglacera Can Lộc [1],- Công ty Cổ phần Viglacera Can Lộc [1],-,-,6.154.027.491,-,,,6154027491.0,
,,,4.452.682.344,(1.353.204.027),12.346.709.835,(1.653.204.027),4452682344.0,-1353204027.0,12346709835.0,-1653204027.0
