row_label_raw,row_label_full,col_0,Mối quan hệ,31/12/2016,01/01/2016,numeric__Mối quan hệ,numeric__31/12/2016,numeric__01/01/2016
,,,Mối quan hệ,VND,VND,,,
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,6.770.293.572,12.333.180.845,,6770293572.0,12333180845.0
Công ty TNHH Kính nổi Việt Nam (VFG),Công ty TNHH Kính nổi Việt Nam (VFG),Công ty TNHH Kính nổi Việt Nam (VFG),Công ty liên kết,1.191.118.750,2.982.600.329,,1191118750.0,2982600329.0
Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty liên kết,367.419.281,175.561.821,,367419281.0,175561821.0
Công ty Cổ phần Viglacera Hạ Long I,Công ty Cổ phần Viglacera Hạ Long I,Công ty Cổ phần Viglacera Hạ Long I,Công ty liên kết,1.027.803.737,3.997.190.060,,1027803737.0,3997190060.0
Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,-,840.302.531,,,840302531.0
Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Dương,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Dương,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Dương,Công ty liên kết,4.183.951.804,4.337.526.104,,4183951804.0,4337526104.0
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,2.287.517.946,355.209.899,,2287517946.0,355209899.0
Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty Cổ phần Viglacera Từ Sơn,Công ty liên kết,125.294.400,-,,125294400.0,
Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,1.201.225.390,315.209.899,,1201225390.0,315209899.0
Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Dương,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Dương,Công ty Cổ phần Vật liệu chịu lửa Viglacera Cầu Dương,Công ty liên kết,-,40.000.000,,,40000000.0
Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty liên kết,960.998.156,,,960998156.0,
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,59.812.304,-,,59812304.0,
Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty liên kết,59.812.304,-,,59812304.0,
